Loan_ID,Customer_ID,Disbursal_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Vehicle_Type,Branch
LN000912,CU001610,27 Apr 2024,"₹212,727",36,15.86,7464.16,car,Mumbai
LN000128,CU004346,29 Nov 2021,111482,24,12.28,5262.43,Commercial Vehicle,Mumbai
LN000044,CU004225,08-06-2023,"₹85,050",48,15.61,2393.39,tractor,Kozhikode
LN003923,CU002398,2023-01-20,"₹216,504",60,15.93,5256.91,Two-Wheeler,Coimbatore
LN002811,CU003411,19 Jun 2021,"₹58,678",36,11.33,1930.23,Car ,Pune
LN003861,CU002971,17-06-2024,100254,36,13.11,3383.27,Car ,Bangalore
LN003687,CU000734,01 Jul 2022,"₹120,653",48,13.55,3269.85,two wheeler,Kochi
LN003497,CU003771,22/04/2022,63151,48,15.75,1781.64,TWO WHEELER,Delhi NCR
LN001841,CU003144,07/11/2021,"₹104,555",24,13.34,4987.45,2 Wheeler,Kolkata
LN003551,CU000492,23-02-2022,161914,36,10.52,5264.13,car,Kochi
LN001591,CU002298,2022-04-15,232252,36,12.72,7794.2,Two-Wheeler,Delhi NCR
LN003158,CU002332,14-06-2024,145927,60,16.25,3568.07,Car,Kolkata
LN000471,CU000277,03/27/2023,"₹142,885",24,15.11,6935.48,Car,  Hyderabad 
LN000305,CU000327,05/04/2022,126143,48,15.24,3526.02,Two-Wheeler,Delhi NCR
LN004113,CU000894,02/01/2021,78164,48,13.15,2102.77,Commercial  Vehicle,  Kochi 
LN000453,CU004230,26 Jul 2022,"₹188,199",48,15.31,5267.34,Car ,Mumbai
LN003928,CU002089,09 Oct 2023,"₹117,094",36,16.24,4130.57,CV,Bangalore
LN000854,CU004101,03/30/2023,"₹99,434",60,10.56,2140.18,2 Wheeler,Mumbai
LN002214,CU000349,2021-12-16,92146,60,13.83,2135.96,N/A,Thrissur
LN001979,CU003270,06/10/2022,164538,12,12.66,14669.85,car,Thrissur
LN004863,CU002480,22-09-2022,173681,24,13.4,8289.78,commercial vehicle,Hyderabad
LN000063,CU002101,29/04/2023,"₹211,216",36,10.64,6878.99,Two Wheeler,Ahmedabad
LN000058,CU003733,01-11-2023,149304,60,16.58,3676.95,2 Wheeler,Delhi NCR
LN002597,CU001350,21/05/2024,71886,48,14.56,1984.64,CAR,Hyderabad
LN003686,CU001897,2023-10-21,218310,24,11.73,10249.11,Car ,Ahmedabad
LN000595,CU003840,27/01/2022,137983,24,16.53,6791.07,CV,  Mumbai 
LN000598,CU003605,07/31/2023,83958,24,15.8,4102.83,commercial vehicle,Ahmedabad
LN000959,CU000612,05/22/2023,125130,24,15.26,6082.6,TWO WHEELER,Kochi
LN000850,CU001759,11/21/2021,70059,60,14.96,1665.23,Car ,Bangalore
LN001613,CU000879,19 Oct 2022,151925,24,13.93,7289.33,Two-Wheeler,Kochi
LN000876,CU003618,09 Jul 2022,136093,24,12.97,6468.19,Car,Hyderabad
LN004348,CU003854,05/04/2021,"₹100,435",60,14.46,2360.97,CAR,Ahmedabad
LN001795,CU001441,09/08/2021,115291,12,17.52,10543.56,2 Wheeler,Ahmedabad
LN004365,CU003728,12/17/2023,71885,24,17.21,3561.41,Car,Bangalore
LN004296,CU003627,12/10/2023,148741,12,10.84,13134.88,Two Wheeler,Chennai
LN002633,CU003404,13/09/2023,"₹165,922",12,11.6,14710.94,TWO WHEELER,Ahmedabad
LN004930,CU003273,02/10/2022,"₹310,866",60,17.22,7762.64,Car ,Pune
LN002265,CU003997,25 Sep 2022,197369,24,10.21,9126.72,car,Thrissur
LN002671,CU001981,17-04-2022,127058,36,12.42,4245.68,Car,Pune
LN003963,CU000665,17-01-2022,68723,24,13.36,3278.85,Tractor,Chennai
LN004894,CU000425,10 Jan 2024,237326,60,18.1,6039.44,Commercial  Vehicle,Kozhikode
LN004081,CU001083,2022-02-27,128378,36,13.46,4354.06,Tractor,Thrissur
LN002125,CU000075,27 Jul 2022,"₹64,285",36,14.92,2225.94,TWO WHEELER,Ahmedabad
LN000478,CU001109,08/13/2022,80513,12,16.43,7321.41,two wheeler,Thrissur
LN001709,CU004358,14-05-2023,147271,24,10.28,6814.86,Car,Bangalore
LN003974,CU000823,04/03/2022,99120,24,14.64,4789.06,Commercial  Vehicle,Delhi NCR
LN003543,CU003007,21/10/2021,98684,36,11.56,3257.02,tractor,Kochi
LN004245,CU001629,26 Apr 2023,"₹127,920",36,16.79,4547.34,Car,Mumbai
LN002498,CU002503,07/05/2021,"₹171,214",12,16.28,15557.09,CAR,Chennai
LN004335,CU002450,27-11-2023,"₹47,584",36,14.41,1635.8,Car ,Mumbai
LN004739,CU003848,12 Sep 2021,132831,48,13.79,3615.83,tractor,Chennai
LN004173,CU002091,22-03-2022,158009,60,10.01,3358.0,car,Ahmedabad
LN002730,CU001279,27/09/2023,166921,12,16.19,15159.9,2 Wheeler,Chennai
LN004842,CU002618,05-02-2024,304245,24,16.14,14917.14,Tractor,Thrissur
LN004074,CU004493,02-05-2024,200460,48,15.17,5596.24,Two Wheeler,Coimbatore
LN001624,CU000619,22/10/2022,114378,60,12.51,2573.85,Tractor,Ahmedabad
LN004673,CU004336,11-08-2021,178964,24,14.44,8629.82,N/A,Ahmedabad
LN002927,CU001027,31-08-2021,147120,60,13.28,3368.56,two wheeler,Kozhikode
LN001488,CU001728,01 Sep 2021,149314,36,16.54,5289.33,commercial vehicle,Coimbatore
LN002489,CU001767,17-06-2024,56022,60,13.08,1276.97,two wheeler,Kolkata
LN000612,CU004495,2023-02-11,"₹77,013",36,17.98,2783.43,car,Kozhikode
LN000160,CU000921,13 May 2024,"₹109,220",24,9.89,5034.41,TWO WHEELER,Hyderabad
LN000927,CU004512,05 Apr 2022,40368,24,14.54,1948.5,Car,Bangalore
LN003343,CU003143,14 Jun 2024,469917,36,11.36,15464.72,Car ,Kozhikode
LN001401,CU000477,04/27/2021,"₹107,428",48,17.91,3150.65,CV,Kozhikode
LN003995,CU002996,05 Feb 2021,267561,24,14.08,12856.49,commercial vehicle,Ahmedabad
LN003360,CU000646,18 Jul 2022,253787,48,18.12,7470.92,TWO WHEELER,Mumbai
LN000708,CU004085,03-11-2023,163772,36,11.98,5438.01,2 Wheeler,Coimbatore
LN001681,CU003872,10/18/2021,225967,24,18.23,11306.33,2 Wheeler,Kolkata
LN002249,CU002177,06/08/2024,299059,24,13.06,14226.24,CAR,Kochi
LN004286,CU003226,25/06/2022,99243,12,15.37,8974.84,CV,Kozhikode
LN000765,CU002494,2022-07-20,166036,24,17.76,8269.96,car,Hyderabad
LN004246,CU004092,06/20/2024,186849,36,10.5,6073.05,Two-Wheeler,Chennai
LN003307,CU004561,10 Jan 2023,431655,60,17.33,10804.48,Commercial  Vehicle,Bangalore
LN002620,CU001981,2021-08-11,"₹71,761",36,15.19,2494.3,TWO WHEELER,Kozhikode
LN001285,CU001268,06-08-2023,129585,36,11.59,4278.74,car,Coimbatore
LN001620,CU000684,20-04-2021,103686,24,11.21,4842.7,Car ,Kozhikode
LN001759,CU000630,23 May 2023,62762,48,13.73,1706.58,Two Wheeler,Ahmedabad
LN001255,CU002344,2023-06-10,188169,36,10.08,6078.75,car,Kolkata
LN003006,CU003379,01/01/2022,84214,36,15.08,2922.61,TWO WHEELER,Kozhikode
LN001784,CU002140,01/04/2023,102807,36,15.28,3577.95,Two-Wheeler,Mumbai
LN000756,CU001049,10/01/2021,144296,36,13.9,4924.69,Two Wheeler,Coimbatore
LN002361,CU000489,07/19/2021,159268,24,17.62,7922.1,TWO WHEELER,Thrissur
LN000521,CU004308,24-01-2024,127916,36,17.92,4619.34,2 Wheeler,Coimbatore
LN004878,CU004372,16 Dec 2021,113048,60,11.23,2470.92,Car,Bangalore
LN003721,CU004101,2021-01-16,"₹133,091",48,18.24,3926.26,Car ,Kochi
LN000143,CU003900,22 Apr 2021,"₹107,156",36,14.19,3672.23,N/A,Kolkata
LN000156,CU002777,03/03/2024,197340,36,16.18,6955.44,car,Chennai
LN001287,CU004319,19/02/2024,71470,48,15.8,2018.17,2 Wheeler,Coimbatore
LN000644,CU000544,12/24/2022,68652,24,15.21,3335.56,car,Kolkata
LN002603,CU004375,2021-02-08,126231,48,14.43,3476.74,commercial vehicle,Coimbatore
LN000489,CU002924,07/04/2023,148960,36,9.77,4790.45,TWO WHEELER,Mumbai
LN004597,CU003330,12-01-2023,165621,48,17.91,4857.33,two wheeler,Kolkata
LN002067,CU001506,2024-05-08,232999,60,14.08,5431.15,car,Kolkata
LN001631,CU000664,04/02/2023,265565,60,17.89,6727.72,Car,Bangalore
LN004451,CU004214,06/07/2023,64340,36,16.69,2283.98,commercial vehicle,Chennai
LN002176,CU000590,2023-01-04,70158,48,14.25,1925.98,Car ,Coimbatore
LN003755,CU000017,26 Sep 2023,113470,36,14.69,3916.27,Car,Kozhikode
LN000657,CU002734,30 Jun 2021,"₹192,447",60,15.43,4621.85,car,Delhi NCR
LN001302,CU002849,15 May 2023,200786,12,14.85,18108.4,Two-Wheeler,Pune
LN001940,CU003782,27-05-2023,129642,24,11.3,6060.41,Commercial  Vehicle,Chennai
LN004604,CU002557,13-01-2021,190350,12,13.93,17084.71,commercial vehicle,Coimbatore
LN001559,CU002868,12/15/2022,209182,36,12.12,6959.83,car,Mumbai
LN003927,CU003567,2024-03-22,99189,48,9.66,2499.52,Two Wheeler,Mumbai
LN000809,CU000532,28-05-2022,93970,48,11.34,2444.25,Two-Wheeler,Bangalore
LN000385,CU004490,04/05/2024,119682,36,11.71,3958.6,2 Wheeler,Hyderabad
LN000372,CU001895,18 Aug 2021,170046,36,13.68,5785.38,Two Wheeler,Kolkata
LN000530,CU000201,10/27/2022,121692,36,12.29,4058.79,commercial vehicle,Delhi NCR
LN004546,CU001118,30/06/2022,185015,48,14.41,5093.94,CV,Hyderabad
LN003573,CU000713,22/08/2021,"₹275,238",12,12.15,24473.88,Car ,Bangalore
LN003547,CU000550,2024-06-03,285080,12,17.07,26010.12,car,Coimbatore
LN003127,CU003373,20/10/2021,"₹99,552",36,14.65,3433.96,Two-Wheeler,Ahmedabad
LN001895,CU001481,23 Feb 2022,159813,24,15.35,7775.4,CV,Mumbai
LN000393,CU003338,18/02/2023,"₹149,675",48,9.69,3773.9,car,Kochi
LN002989,CU002035,30-05-2023,116131,12,13.44,10396.49,commercial vehicle,Kozhikode
LN003886,CU001384,09-11-2021,"₹81,067",36,13.92,2767.53,Commercial Vehicle,Thrissur
LN003742,CU001655,2022-03-13,123107,24,9.77,5667.7,Two-Wheeler,Ahmedabad
LN000712,CU001207,19-06-2023,194666,24,18.15,9732.64,2 Wheeler,Bangalore
LN000006,CU000121,2024-03-18,125611,48,15.02,3497.12,TWO WHEELER,Pune
LN004811,CU002326,03-05-2023,110368,12,16.33,10031.03,Car ,Chennai
LN004725,CU002882,02-04-2021,108284,24,11.83,5088.71,Two-Wheeler,Kochi
LN004737,CU001771,05/01/2024,"₹101,607",36,14.21,3483.06,TWO WHEELER,Bangalore
LN004138,CU004427,2024-01-24,"₹106,246",24,17.84,5296.03,TWO WHEELER,Ahmedabad
LN004921,CU003493,30-03-2024,63656,24,13.23,3033.2,car,Kolkata
LN003179,CU001725,27/04/2021,51574,36,13.22,1743.2,commercial vehicle,Ahmedabad
LN003223,CU003029,26-10-2022,55361,36,17.66,1992.0,TWO WHEELER,Pune
LN004626,CU003743,12/10/2021,229741,36,18.07,8313.76,Commercial Vehicle,Kochi
LN004372,CU000060,20/08/2022,150636,60,11.87,3340.93,Commercial Vehicle,Mumbai
LN000467,CU001234,09/20/2021,65434,48,15.64,1842.38,Car ,Ahmedabad
LN001294,CU002919,04/01/2024,250927,48,10.04,6368.98,Car,Kozhikode
LN004259,CU001485,01/02/2022,329554,12,18.13,30233.9,TWO WHEELER,Ahmedabad
LN001903,CU002166,2021-12-31,101945,24,10.87,4745.29,Car ,Delhi NCR
LN000996,CU000533,2023-08-14,52043,12,14.12,4675.73,car,Kolkata
LN002434,CU001711,05 May 2022,77984,36,11.13,2557.9,commercial vehicle,Ahmedabad
LN003578,CU003503,25-01-2024,193915,12,17.64,17744.92,Commercial Vehicle,Hyderabad
LN003266,CU001365,01/27/2024,104876,12,10.22,9231.0,car,Chennai
LN001440,CU004463,2023-12-14,156089,36,9.82,5023.37,Two Wheeler,Coimbatore
LN003413,CU001491,07/19/2023,76191,48,13.0,2044.01,2 Wheeler,  Pune 
LN002824,CU001250,02/18/2023,75603,12,10.14,6651.63,Car,Coimbatore
LN003657,CU002092,2023-06-19,212816,60,14.5,5007.19,N/A,Pune
LN003209,CU002533,28-06-2022,211633,48,18.16,6234.43,Two Wheeler,Pune
LN004028,CU003170,09-08-2021,243571,24,10.88,11338.75,CAR,Kolkata
LN002381,CU001326,04-03-2023,273808,24,9.78,12607.07,two wheeler,Mumbai
LN000371,CU003830,08 May 2024,106711,36,16.16,3760.08,Car,Pune
LN001128,CU001286,10/22/2023,"₹72,516",48,14.91,2014.87,Car,Kochi
LN003013,CU004012,18 Aug 2023,132560,36,11.24,4354.93,CAR,Bangalore
LN000283,CU000736,17 Sep 2023,"₹151,931",24,11.12,7089.64,TWO WHEELER,Kozhikode
LN002399,CU000549,2024-05-10,"₹294,636",36,18.1,10666.58,car,Bangalore
LN002478,CU003329,23-10-2021,275382,48,16.19,7831.23,two wheeler,Hyderabad
LN000338,CU003911,13 Jul 2022,194366,48,17.98,5707.47,CV,Pune
LN004307,CU001545,2022-01-18,"₹208,777",48,17.34,6061.06,2 Wheeler,Kozhikode
LN002746,CU003424,10 Jul 2023,"₹119,411",48,10.4,3051.56,Two Wheeler,Pune
LN003515,CU001055,07-04-2021,217455,36,13.41,7369.94,tractor,Bangalore
LN004941,CU000284,02/11/2022,84209,36,11.71,2785.29,car,Kolkata
LN004703,CU000029,13/02/2024,250246,36,13.34,8472.82,Car ,Thrissur
LN002690,CU002081,21/05/2021,"₹129,154",48,9.81,3263.91,car,Kolkata
LN002718,CU000314,07/30/2022,162425,36,12.93,5467.27,Two-Wheeler,Hyderabad
LN001029,CU000108,03-01-2024,71336,48,16.11,2025.7,Two-Wheeler,Mumbai
LN000134,CU003166,02/11/2023,93630,36,16.64,3321.41,Commercial Vehicle,Coimbatore
LN001134,CU003062,21/06/2024,97283,36,16.46,3442.32,Car,  Bangalore 
LN000586,CU001825,19 Mar 2024,101256,60,10.85,2193.98,2 Wheeler,Mumbai
LN004686,CU003160,19-12-2022,73601,12,14.53,6626.79,CAR,Kozhikode
LN003575,CU004116,01/22/2023,196228,48,10.5,5024.1,two wheeler,Ahmedabad
LN003746,CU001022,03-03-2022,54367,36,14.28,1865.54,Commercial Vehicle,Kochi
LN002814,CU002481,2022-09-13,151111,36,11.81,5005.35,Commercial Vehicle,Chennai
LN001553,CU004517,09 Jun 2023,165677,36,16.04,5827.98,2 Wheeler,Coimbatore
LN000112,CU002645,22/02/2022,40000,36,11.02,1309.93,TWO WHEELER,Bangalore
LN001814,CU002218,2021-11-15,163148,36,10.93,5335.85,Two Wheeler,Coimbatore
LN000161,CU000903,18-12-2021,140650,48,11.75,3686.61,2 Wheeler,Ahmedabad
LN003015,CU002941,29-09-2023,46690,60,12.91,1060.19,2 Wheeler,Kolkata
LN000237,CU002681,25-02-2023,113351,24,13.98,5441.24,Car,Mumbai
LN000821,CU000591,02 Feb 2023,317255,36,11.85,10514.69,Commercial  Vehicle,  Mumbai 
LN004731,CU001071,20-08-2021,205870,36,17.92,7434.43,TWO WHEELER,Ahmedabad
LN003056,CU001056,09/21/2021,75598,60,10.72,1633.15,2 Wheeler,Hyderabad
LN001651,CU002569,25/07/2021,102106,48,16.6,2925.18,two wheeler,Bangalore
LN002553,CU004448,22 Jan 2022,123614,24,15.97,6050.75,car,Bangalore
LN002253,CU003800,14/08/2023,111139,36,12.92,3740.43,2 Wheeler,  Thrissur 
LN004882,CU002063,03/20/2023,127546,36,14.29,4377.21,Car ,Chennai
LN003516,CU002007,03/25/2024,238807,48,10.05,6062.5,Commercial  Vehicle,Delhi NCR
LN001447,CU001596,07/06/2023,437384,36,9.97,14106.99,Two Wheeler,Coimbatore
LN001278,CU004143,13/04/2021,90211,36,17.29,3229.3,two wheeler,Bangalore
LN001068,CU002508,12/02/2021,81029,36,16.86,2883.26,Car ,Delhi NCR
LN002681,CU003222,18/09/2022,245812,48,10.25,6263.98,2 Wheeler,Thrissur
LN001464,CU000896,05-03-2023,105230,24,10.14,4862.63,CAR,Pune
LN001013,CU002409,07/17/2022,125915,24,15.62,6142.35,Two-Wheeler,Thrissur
LN002598,CU002965,03/09/2023,"₹177,393",60,18.4,4543.31,Two Wheeler,Thrissur
LN002983,CU001970,03 Aug 2023,107654,36,11.19,3534.15,two wheeler,Kolkata
LN002849,CU004124,07/29/2023,135483,36,16.88,4822.25,N/A,Delhi NCR
LN002514,CU003659,2024-01-20,309409,24,15.79,15118.6,commercial vehicle,Hyderabad
LN001606,CU000199,08/08/2022,116880,48,14.29,3210.95,CAR,Coimbatore
LN000273,CU002254,08/07/2023,110879,24,17.04,5484.24,car,Mumbai
LN000157,CU003826,19 Jul 2022,98183,48,17.99,2883.61,Car ,Thrissur
LN003390,CU003855,2022-06-08,364016,36,16.52,12891.37,commercial vehicle,Kolkata
LN001156,CU000856,2021-06-14,222506,48,12.48,5912.01,two wheeler,Coimbatore
LN000697,CU003588,12/07/2023,161720,12,17.17,14762.68,Car,Kolkata
LN003012,CU002618,07 Dec 2022,177939,24,14.71,8603.17,TWO WHEELER,Coimbatore
LN000072,CU000091,25 Nov 2023,277410,48,15.01,7721.93,two wheeler,Mumbai
LN002825,CU003119,17-04-2024,304987,36,12.76,10241.0,Car ,Thrissur
LN004643,CU002711,2023-08-27,285615,24,10.19,13204.74,Car,Kochi
LN003423,CU001115,28 Sep 2021,153386,48,12.98,4113.44,car,Kozhikode
LN002206,CU003301,10 Oct 2021,"₹175,123",36,18.45,6370.72,two wheeler,  Ahmedabad 
LN002191,CU003361,02/08/2024,97608,60,16.27,2387.66,Car ,Kochi
LN000045,CU002181,10-05-2021,"₹137,497",36,14.77,4750.91,TWO WHEELER,Coimbatore
LN001348,CU003730,04/13/2023,79888,12,10.88,7056.16,CV,Mumbai
LN000103,CU003628,02 Mar 2021,505581,36,10.04,16323.17,CAR,Hyderabad
LN000102,CU000637,01/22/2024,114275,36,12.17,3804.85,Two-Wheeler,Hyderabad
LN002383,CU003518,15 Aug 2023,"₹108,514",36,17.19,3879.09,Two Wheeler,Mumbai
LN003749,CU003739,08/26/2023,206141,36,9.73,6625.49,2 Wheeler,Thrissur
LN000461,CU002651,13 Jun 2023,48561,36,11.11,1592.36,Two-Wheeler,  Kolkata 
LN000091,CU002700,2024-05-09,147891,36,11.97,4909.98,CV,Kochi
LN002914,CU004058,11/08/2021,72286,48,11.08,1871.08,2 Wheeler,Bangalore
LN001773,CU003948,25/07/2022,316149,36,14.9,10943.93,Car,Kozhikode
LN002722,CU004389,23/12/2022,184223,24,15.92,9013.09,Car ,Thrissur
LN003948,CU002443,2022-04-21,50518,24,11.23,2359.93,Commercial  Vehicle,Pune
LN004706,CU003328,2021-12-11,"₹237,919",48,17.2,6889.81,car,Delhi NCR
LN000557,CU000563,16/11/2023,237417,24,14.37,11440.62,Two-Wheeler,Kolkata
LN003183,CU000210,2021-01-06,75488,12,15.08,6816.27,Commercial Vehicle,Ahmedabad
LN000643,CU001722,06-08-2023,"₹68,935",36,16.95,2456.01,Commercial Vehicle,Delhi NCR
LN003794,CU003566,05-10-2023,53716,36,15.47,1874.47,TWO WHEELER,  Kozhikode 
LN000113,CU003799,05-07-2021,"₹147,209",60,12.87,3339.67,tractor,Ahmedabad
LN004381,CU002189,27 Mar 2021,412075,48,18.4,12191.0,TWO WHEELER,Delhi NCR
LN000459,CU002202,02 Dec 2022,"₹147,480",36,15.92,5179.14,CAR,Chennai
LN003020,CU003928,03/20/2022,188611,36,11.64,6232.2,car,Hyderabad
LN001897,CU003564,2024-03-24,94824,24,10.56,4400.2,Commercial  Vehicle,Delhi NCR
LN002673,CU003275,09/04/2021,"₹112,650",24,14.68,5444.91,Car,Chennai
LN001190,CU004022,2024-02-09,123628,60,16.12,3014.28,Commercial Vehicle,Bangalore
LN004967,CU002506,26 May 2024,191197,24,14.39,9215.18,commercial vehicle,Bangalore
LN000585,CU002637,2023-10-18,"₹91,575",48,12.1,2416.02,Car ,Coimbatore
LN004994,CU000369,02/12/2021,88302,36,10.99,2890.48,commercial vehicle,Mumbai
LN004490,CU001300,11/07/2021,315870,24,10.31,14621.03,CAR,Coimbatore
LN001032,CU002435,03/07/2021,102163,36,10.95,3342.27,two wheeler,Kochi
LN003275,CU002218,03/10/2023,80679,36,14.66,2783.35,Two-Wheeler,Hyderabad
LN003020,CU003928,03/20/2022,188611,36,11.64,6232.2,car,Hyderabad
LN000243,CU003969,24/05/2023,141714,48,13.82,3859.76,TWO WHEELER,Hyderabad
LN004209,CU002534,06 Jun 2023,"₹85,614",12,15.95,7765.81,Commercial Vehicle,Pune
LN000313,CU001693,22 Feb 2022,"₹180,855",48,10.75,4652.37,car,Kozhikode
LN001638,CU002537,11/12/2022,134153,60,16.63,3307.42,Two Wheeler,Kochi
LN004455,CU000509,2022-08-07,181667,12,15.86,16470.77,two wheeler,Pune
LN000738,CU003929,03 Mar 2023,"₹183,891",36,12.62,6162.41,2 Wheeler,Kozhikode
LN003220,CU003435,02/16/2024,249966,60,17.7,6306.77,two wheeler,  Kozhikode 
LN003712,CU003441,20-12-2021,104728,36,17.52,3761.0,two wheeler,Ahmedabad
LN003605,CU000918,2022-05-05,136237,12,15.65,12338.35,two wheeler,Kozhikode
LN003908,CU001752,10 May 2024,264963,48,14.4,7293.78,TWO WHEELER,Thrissur
LN004052,CU001161,30/05/2024,59338,36,15.99,2085.86,Car ,Mumbai
LN001747,CU001993,07/13/2021,100592,48,13.95,2746.3,two wheeler,Hyderabad
LN002704,CU001261,04/23/2021,164256,60,17.86,4158.52,TWO WHEELER,Pune
LN004011,CU001881,2021-05-02,128318,24,14.26,6176.69,Two Wheeler,Hyderabad
LN000733,CU000631,2023-11-18,40822,36,14.11,1397.38,Two-Wheeler,Coimbatore
LN003696,CU004282,10 Feb 2023,"₹150,002",60,16.81,3712.63,Two-Wheeler,Kolkata
LN003975,CU002571,09 Oct 2022,134086,48,17.12,3877.39,CV,Kozhikode
LN002081,CU000686,20-10-2023,138734,36,17.0,4946.25,CV,Pune
LN001928,CU000423,02 Feb 2022,390605,36,11.55,12889.88,Two Wheeler,Kozhikode
LN002186,CU001272,20 Dec 2021,140215,36,,4689.36,Car ,Mumbai
LN004270,CU000786,2023-08-14,234132,48,11.88,6151.81,car,Coimbatore
LN001325,CU003827,26/01/2022,146230,24,18.34,7324.45,Car ,  Kochi 
LN003187,CU004105,21/10/2022,"₹223,616",24,17.22,11079.73,Two-Wheeler,Mumbai
LN002605,CU003858,05-04-2024,114850,12,12.74,10244.08,car,Hyderabad
LN002196,CU002458,08/02/2024,"₹103,099",60,13.69,2382.4,2 Wheeler,Kochi
LN000921,CU004143,2021-06-13,137159,48,14.17,3759.78,Two-Wheeler,Coimbatore
LN003621,CU003601,05/03/2021,236635,12,12.34,21062.39,Two Wheeler,Bangalore
LN003851,CU003160,12 Jan 2024,106805,24,10.63,4959.62,2 Wheeler,Kochi
LN003881,CU001166,2024-02-20,"₹467,920",60,12.18,10451.23,Two-Wheeler,Kolkata
LN003490,CU003364,04/12/2023,43881,48,15.76,1238.21,Two-Wheeler,Kolkata
LN002009,CU000740,06/03/2022,73645,36,13.45,2497.38,Car ,Ahmedabad
LN000324,CU000760,13 Jan 2024,136057,24,14.11,6539.56,two wheeler,Kozhikode
LN002426,CU000220,29-01-2022,"₹71,706",36,16.02,2521.68,Tractor,Kochi
LN002228,CU000530,07/24/2023,252178,36,10.89,8242.85,Two Wheeler,Ahmedabad
LN003375,CU004538,21 Oct 2022,"₹50,714",36,12.43,1694.86,two wheeler,Kolkata
LN004309,CU003112,13 Sep 2022,88772,24,,4111.55,TWO WHEELER,Kozhikode
LN003032,CU001361,02-06-2022,87288,48,14.38,2401.95,CV,Coimbatore
LN002897,CU002922,16/11/2022,71830,24,9.68,3303.99,two wheeler,Kolkata
LN000954,CU001183,07 Sep 2021,147349,60,14.8,3489.97,Two-Wheeler,Bangalore
LN000852,CU002321,2022-11-14,"₹74,983",48,16.99,2163.25,Car ,Chennai
LN004782,CU001541,19 Feb 2023,184914,36,17.22,6612.95,TWO WHEELER,Kolkata
LN001889,CU002937,05/08/2023,131687,24,11.63,6176.23,Two-Wheeler,Hyderabad
LN001161,CU001025,24 Feb 2021,112911,36,,3944.02,Car ,Kolkata
LN003495,CU000567,2023-01-07,208384,36,11.91,6912.38,CAR,Kolkata
LN001973,CU002132,14/08/2023,181703,12,9.51,15933.2,TRACTOR,Kochi
LN002269,CU001185,2024-01-04,172058,36,10.09,5559.1,CV,Pune
LN004734,CU003696,28 May 2024,118897,36,11.96,3946.81,2 Wheeler,Bangalore
LN002974,CU001551,10/11/2022,155884,36,15.61,5450.45,2 Wheeler,Coimbatore
LN003274,CU002655,09-10-2021,"₹61,448",24,14.92,2977.07,commercial vehicle,Kozhikode
LN000505,CU000827,18 Nov 2021,"₹81,893",60,17.86,2073.31,TWO WHEELER,Kozhikode
LN000210,CU001265,2024-04-19,"₹113,139",60,13.75,2617.91,TWO WHEELER,Kozhikode
LN001455,CU002650,12/01/2022,207950,24,18.17,10398.81,2 Wheeler,Kolkata
LN003229,CU002553,2022-03-20,255420,48,13.46,6910.74,Car ,Bangalore
LN002011,CU002140,22/07/2023,72785,48,12.31,1927.81,two wheeler,Mumbai
LN000714,CU004584,03/03/2022,"₹70,832",48,15.45,1987.5,car,Kozhikode
LN002362,CU001513,27 Jun 2023,"₹183,957",36,14.09,6295.26,N/A,Chennai
LN002577,CU002790,02 Nov 2023,152684,36,16.0,5367.92,TWO WHEELER,Chennai
LN003039,CU003497,25 Dec 2022,"₹89,178",36,13.58,3029.73,two wheeler,Mumbai
LN004610,CU004504,2024-04-18,97030,48,9.92,2457.21,tractor,Ahmedabad
LN002689,CU001829,2022-09-28,"₹168,705",12,11.44,14945.07,Car,Kolkata
LN000294,CU000959,27 Mar 2023,172952,36,11.81,5728.8,Car ,Kochi
LN003475,CU004399,12-04-2022,154509,24,12.44,7305.06,Car ,Bangalore
LN000970,CU000036,27 Nov 2021,140156,36,10.21,4536.27,TWO WHEELER,Delhi NCR
LN001355,CU003112,01/17/2023,206498,48,14.92,5738.62,Commercial  Vehicle,Bangalore
LN002073,CU000858,23 Feb 2023,90571,36,14.19,3103.87,2 Wheeler,Coimbatore
LN002963,CU003433,2021-05-24,"₹50,833",36,15.24,1768.12,Commercial Vehicle,Kolkata
LN001686,CU003598,2023-07-03,107576,48,13.16,2894.54,Commercial Vehicle,Kozhikode
LN001042,CU000964,2023-01-07,201148,24,11.86,9455.59,Two Wheeler,Ahmedabad
LN004103,CU000616,2022-07-30,202461,48,16.93,5834.69,2 Wheeler,Kochi
LN001188,CU001710,09/17/2021,258109,36,10.03,8332.09,Two-Wheeler,Ahmedabad
LN003600,CU000697,24 Jan 2021,137650,12,15.17,12435.1,TRACTOR,Coimbatore
LN002511,CU001082,01/18/2023,"₹99,923",48,18.14,2942.55,commercial vehicle,Pune
LN001782,CU000306,09/06/2021,66189,48,11.33,1721.32,Car ,Kozhikode
LN000262,CU004016,10/13/2023,112039,24,11.02,5222.94,TWO WHEELER,Bangalore
LN001804,CU001477,09/18/2022,148497,36,15.1,5154.97,Tractor,Chennai
LN000651,CU003632,22 Apr 2023,"₹196,379",48,16.34,5599.69,Car,Bangalore
LN000618,CU001490,24/04/2024,140563,24,12.72,6664.15,two wheeler,Bangalore
