Loan_ID,Month_Number,Due_Date,EMI_Due,EMI_Paid,Payment_Date,Days_Late
LN001455,7,06/29/2023,10398.81,10398.81,29/06/2023,0
LN004125,9,2022-10-13,16792.04,16792.04,unknown,0
LN003221,16,16/09/2023,4439.24,4439.24,16-09-2023,0
LN000535,18,11-08-2023,4221.48,4221.48,11-08-2023,0
LN004684,26,04/18/2023,2682.11,2682.11,2023-04-18,0
LN001851,4,2024-05-08,20345.25,20345.25,04 Jun 2024,27
LN003249,1,02/08/2022,4436.5,4436.5,23/02/2022,15
LN002692,17,02/28/2024,3926.01,3926.01,01/03/2024,2
LN004111,11,02/14/2023,11643.89,11643.89,14-02-2023,0
LN000531,10,04/23/2024,8224.38,8224.38,23-04-2024,0
LN001048,7,06/04/2023,2524.59,2524.59,04-06-2023,0
LN000652,25,08 Mar 2023,6857.95,6857.95,08-03-2023,0
LN003983,6,01/01/2022,5193.14,5193.14,2022-01-01,0
LN002907,5,27-07-2023,7270.08,7270.08,27 Jul 2023,0
LN003915,8,23-12-2023,10286.18,10286.18,23-12-2023,0
LN004876,16,02/01/2023,12023.3,12023.3,13-02-2023,12
LN001177,24,17-03-2024,3386.31,3386.31,unknown,0
LN001222,10,10/04/2024,"₹2,803.4",2803.4,04/10/2024,0
LN003818,18,27-05-2024,6560.3,6560.3,27-05-2024,0
LN003308,17,30-11-2023,"₹4,013.85",4013.85,30/11/2023,0
LN002277,7,08-07-2022,2906.15,2906.15,2022-07-08,0
LN003497,21,01/12/2024,1781.64,1781.64,2024-01-12,
LN002347,6,21-12-2021,3406.02,3406.02,21 Dec 2021,0
LN004985,12,23/01/2023,5721.44,5721.44,2023-01-23,0
LN004571,5,08/25/2021,3771.01,3771.01,08/25/2021,0
LN003129,14,23-08-2022,3135.03,3135.03,23-08-2022,0
LN004311,9,11/26/2021,6233.63,6233.63,26-11-2021,0
LN001795,10,05/06/2022,10543.56,10543.56,2022-06-05,0
LN000809,9,2023-02-22,2444.25,2444.25,13 Mar 2023,19
LN004211,6,27 Feb 2022,5124.43,5124.43,2022-02-27,0
LN004854,6,11/07/2023,8564.8,8564.8,07/11/2023,0
LN000731,17,2022-06-01,2679.32,2679.32,06/01/2022,0
LN001433,7,26/09/2021,1042.7,1042.7,09/26/2021,0
LN001729,24,2023-11-08,7033.64,4683.48,29-11-2023,21
LN004012,20,2023-01-21,7449.95,7449.95,21/01/2023,0
LN003278,28,03/04/2024,"₹3,282.0",3282.0,04-03-2024,0
LN004596,13,23 Sep 2023,4154.98,4154.98,23/09/2023,0
LN002510,9,16 Jan 2024,4729.18,4729.18,17/01/2024,1
LN002100,18,24/09/2022,5725.46,5725.46,24/09/2022,0
LN002734,11,05-04-2024,3225.86,3225.86,04/05/2024,0
LN001690,9,04 May 2022,7690.73,7690.73,04-05-2022,0
LN000263,14,07/25/2022,9703.64,9703.64,07/25/2022,0
LN001798,19,03/12/2022,"₹3,870.47",3870.47,03-12-2022,0
LN004490,4,08 Nov 2021,14621.03,14621.03,08 Nov 2021,0
LN004639,10,13 Feb 2023,3484.91,3484.91,2023-02-13,0
LN000692,14,05-06-2022,7377.68,7377.68,06/05/2022,0
LN003439,5,15-06-2022,7604.14,7604.14,29-06-2022,14
LN000172,25,02/12/2023,3478.09,3478.09,2023-02-12,0
LN004690,15,17 May 2024,"₹13,209.61",13209.61,17 May 2024,0
LN003824,22,26-12-2023,1941.08,1941.08,02/08/2024,44
LN003234,22,2023-10-22,5334.28,5334.28,22 Oct 2023,0
LN001376,24,07/30/2023,5291.77,5291.77,30/07/2023,0
LN000515,23,10-11-2023,4173.02,4173.02,11/10/2023,0
LN003177,1,22/04/2022,5137.06,5137.06,2022-04-22,0
LN000643,9,02/05/2024,2456.01,2456.01,05/02/2024,0
LN001601,13,02/05/2024,9619.16,9619.16,unknown,0
LN001400,3,27 Apr 2021,"₹3,644.77",3644.77,27 Apr 2021,0
LN003019,4,28 Sep 2021,15448.68,15448.68,28/09/2021,0
LN000704,5,10/23/2023,3603.24,3603.24,2023-10-23,0
LN002866,30,28/05/2024,2332.77,2332.77,31/05/2024,3
LN004985,19,08/21/2023,5721.44,5721.44,21-08-2023,0
LN002072,40,31/05/2024,3468.06,3468.06,2024-05-31,0
LN000113,12,30/06/2022,3339.67,3339.67,06/30/2022,0
LN002719,5,30 Jul 2023,"₹3,003.15",3003.15,unknown,-1
LN004093,5,20/06/2022,2877.64,2877.64,06/20/2022,0
LN001548,5,14-01-2022,3639.55,3639.55,14-01-2022,0
LN000660,7,02/16/2022,2224.24,2224.24,16 Feb 2022,0
LN000891,6,04/19/2024,"₹20,254.2",20254.2,19 Apr 2024,0
LN002770,38,2024-06-12,2488.37,2488.37,12 Jun 2024,0
LN004251,21,2024-06-22,6777.14,6777.14,22/06/2024,0
LN004164,2,07/12/2024,8139.39,8139.39,12/07/2024,0
LN003025,32,12 Jul 2024,5818.97,5818.97,2024-07-12,0
LN003030,23,26-01-2023,4581.13,4581.13,2023-01-26,0
LN003074,13,19-08-2023,2516.07,2516.07,19/08/2023,0
LN004707,5,2023-05-06,2212.63,2212.63,05/06/2023,0
LN004812,24,21/12/2023,6225.54,6225.54,21 Dec 2023,-1
LN003350,11,24-05-2024,5361.01,5361.01,02-06-2024,9
LN002279,7,04/06/2023,3161.66,3161.66,2023-04-06,0
LN002660,24,13 May 2024,3688.58,3688.58,2024-05-13,0
LN004829,9,2021-09-28,5046.92,5046.92,28 Sep 2021,0
LN004902,10,05-08-2022,2182.69,2182.69,08/05/2022,0
LN001037,23,21-01-2023,5894.99,5894.99,01/21/2023,0
LN000923,5,24-07-2023,1243.34,1243.34,2023-09-11,49
LN004387,22,2023-07-04,"₹4,064.44",4064.44,04-07-2023,0
LN003758,7,2023-01-08,3202.36,3202.36,08 Jan 2023,0
LN001459,2,30 Mar 2024,4294.27,4294.27,30/03/2024,0
LN004139,9,07/17/2023,"₹3,118.94",3118.94,07/17/2023,0
LN000768,18,2023-11-09,2018.65,2018.65,01-12-2023,22
LN003133,20,02 Aug 2023,"₹4,910.56",4910.56,02/08/2023,0
LN004677,4,26 Jun 2024,5151.21,5151.21,26-06-2024,0
LN003058,14,23 Mar 2022,2635.77,2635.77,16 Apr 2022,24
LN000703,13,17 Mar 2022,3030.65,3030.65,19-04-2022,33
LN003309,18,31/07/2022,6110.36,6110.36,31-07-2022,0
LN002977,22,20-08-2023,8876.74,8876.74,20/08/2023,0
LN002831,24,18 Jul 2023,4988.72,4988.72,18/07/2023,0
LN001696,3,11/08/2022,19533.12,19533.12,08 Nov 2022,0
LN003866,1,27 Dec 2023,11598.62,11598.62,13 Jan 2024,17
LN001022,16,11-05-2022,4771.95,4771.95,11-05-2022,0
LN002963,27,12/08/2023,"₹1,768.12",1768.12,12 Aug 2023,0
LN002251,1,10/04/2022,1865.57,1865.57,04-10-2022,0
LN002333,17,2022-11-23,6149.1,6149.1,23-11-2022,0
LN001158,8,22-01-2024,4011.93,4011.93,22 Jan 2024,0
LN003835,12,2023-04-10,6361.1,6361.1,10/04/2023,0
LN002353,10,25/04/2024,1869.33,1869.33,unknown,0
LN001660,6,05 Jun 2024,3118.5,3118.5,2024-06-05,0
LN003224,18,2022-10-07,1403.34,1403.34,10/17/2022,10
LN000145,12,24-03-2022,"₹5,160.45",5160.45,04/14/2022,21
LN004515,24,24-09-2023,4119.26,4119.26,24-09-2023,0
LN001321,9,31-08-2022,1744.02,1744.02,31/08/2022,0
LN001616,14,03 May 2024,4003.16,4003.16,03-05-2024,0
LN004141,20,2022-12-15,5669.47,5669.47,15/12/2022,0
LN004720,17,2022-08-09,7377.11,7377.11,09/08/2022,0
LN003097,10,2023-02-21,7653.88,7653.88,21 Feb 2023,0
LN003931,3,24-12-2021,8569.12,8569.12,24 Dec 2021,0
LN002246,12,23/07/2022,6197.76,unknown,23-07-2022,0
LN004974,10,05/12/2021,"₹7,169.48",7169.48,05 Dec 2021,0
LN000049,7,2022-07-22,4879.27,4879.27,22-07-2022,0
LN002581,18,12/12/2022,"₹2,566.14",2566.14,2022-12-12,0
LN001283,5,2022-11-19,4518.17,4518.17,2022-11-19,0
LN001542,7,29/04/2023,5072.45,5072.45,2023-04-29,0
LN001299,1,2022-03-31,7677.88,7677.88,31 Mar 2022,0
LN000745,18,2023-05-01,2681.4,2681.4,01/05/2023,0
LN000062,12,2023-12-16,4695.08,4695.08,2023-12-16,0
LN002652,21,24/03/2024,2410.67,2410.67,24-03-2024,0
LN003868,33,11/03/2023,1741.69,1741.69,2023-12-03,30
LN000918,5,29 Dec 2023,2926.58,2926.58,29 Dec 2023,0
LN003330,23,16-12-2022,5711.64,5711.64,2022-12-16,0
LN000878,14,18-01-2024,6111.0,6111.0,2024-01-18,0
LN003081,7,06/04/2023,3586.51,3586.51,2023-06-04,0
LN004150,8,29-09-2021,9000.78,9000.78,29 Sep 2021,0
LN003906,14,10/01/2023,"₹7,805.02",7805.02,10/01/2023,0
LN001260,16,11/03/2022,6360.36,6360.36,03/11/2022,0
LN003503,17,2022-10-17,3886.39,3886.39,10/17/2022,0
LN001033,18,12/30/2022,4312.01,4312.01,unknown,0
LN002340,6,15-09-2023,"₹13,193.71",13193.71,unknown,0
LN001374,2,29/04/2022,"₹3,135.77",3135.77,2022-05-02,3
LN002079,2,2023-07-04,4599.92,4599.92,04-07-2023,0
LN004965,16,09/08/2023,3333.68,3333.68,08 Sep 2023,0
LN003460,4,11-06-2024,13998.14,13998.14,24-06-2024,13
LN000120,12,10/27/2023,5145.26,5145.26,27-10-2023,0
LN003569,12,02 Oct 2022,6858.4,6858.4,02-10-2022,0
LN002790,7,04/08/2023,14645.57,14645.57,04-08-2023,0
LN001375,18,12/24/2022,4956.26,4956.26,24 Dec 2022,0
LN003979,7,2021-12-17,5012.75,5012.75,17-12-2021,0
LN004765,18,11/12/2022,"₹9,693.66",9693.66,11 Dec 2022,0
LN002901,17,2024-04-26,9248.55,9248.55,26/04/2024,0
LN000399,15,2022-04-28,6163.97,6163.97,28-04-2022,0
LN004316,12,25-02-2022,2969.9,2969.9,25-02-2022,0
LN001975,13,2023-10-18,2755.05,2755.05,2023-10-18,0
LN003681,19,2024-06-19,3138.22,3138.22,,53
LN003041,1,05-02-2021,3096.62,3096.62,05 Feb 2021,0
LN004584,4,16/05/2022,7364.62,7364.62,16-05-2022,0
LN003489,7,21-06-2023,2606.56,2606.56,21-06-2023,0
LN002506,22,2022-11-12,2267.92,2267.92,12 Nov 2022,0
LN001967,7,20 Jan 2023,10054.46,10054.46,20/01/2023,0
LN000538,1,2021-07-21,4880.63,4880.63,2021-07-21,0
LN000266,5,31-08-2021,4568.13,4568.13,31-08-2021,0
LN003634,1,26 Jun 2022,13208.85,unknown,06/26/2022,0
LN004626,13,2022-11-06,8313.76,8313.76,11/06/2022,0
LN000342,38,24/06/2024,8161.54,8161.54,06/24/2024,0
LN004759,19,2023-03-14,7673.47,7673.47,03/14/2023,0
LN003643,14,12/13/2022,4546.36,4546.36,2022-12-13,0
LN004315,10,01/18/2023,"₹1,932.96",1932.96,18-01-2023,0
LN000823,4,2021-07-08,4093.61,4093.61,08-07-2021,0
LN001256,16,14/06/2022,9174.63,9174.63,06/14/2022,0
LN000839,13,2023-05-16,4598.64,4598.64,16 May 2023,0
LN003959,21,12/01/2023,5627.55,5627.55,01/12/2023,0
LN004019,17,30/06/2023,6965.43,6965.43,2023-06-30,0
LN003229,6,09/16/2022,6910.74,6910.74,26-09-2022,10
LN000384,10,2022-07-02,"₹2,032.61",2032.61,02-07-2022,0
LN002720,4,06-04-2024,"₹2,781.59",2781.59,2024-04-06,0
LN003868,31,09/04/2023,1741.69,1741.69,04 Sep 2023,0
LN001941,11,01 Sep 2022,4747.24,4747.24,2022-09-19,18
LN002628,2,06 Jan 2023,12740.4,12740.4,2023-01-29,23
LN000696,34,02-01-2024,2216.18,2216.18,unknown,54
LN002677,7,07/28/2024,5032.05,5032.05,28-07-2024,0
LN000013,20,03/25/2024,2703.24,2703.24,25/03/2024,0
LN001092,25,02/08/2023,4672.16,4672.16,08-02-2023,0
LN000121,18,11/02/2023,1839.72,1839.72,11 Feb 2023,0
LN003439,10,2022-11-12,7604.14,7604.14,30-11-2022,18
LN001171,6,2022-04-03,4263.63,4263.63,2022-04-03,0
LN003011,3,25/03/2022,6547.07,6547.07,25-03-2022,0
LN002430,9,19 Nov 2023,5642.14,5642.14,2023-11-19,0
LN000280,16,29-09-2022,4478.45,4478.45,29/09/2022,0
LN004652,17,08-02-2024,7050.64,7050.64,08 Feb 2024,0
LN004165,10,13-11-2023,17754.46,17754.46,13/11/2023,0
LN004704,13,2022-05-06,4683.84,4683.84,06-05-2022,0
LN000831,2,10/11/2023,4780.97,4780.97,10 Nov 2023,0
LN002864,8,2023-05-06,5121.23,5121.23,09-06-2023,34
LN003694,4,06-02-2022,4819.95,4819.95,02/06/2022,0
LN000741,23,2023-01-13,3258.34,3258.34,01/13/2023,0
LN003219,20,21 Apr 2024,3331.14,3331.14,21-04-2024,0
LN001536,25,05/30/2023,4514.67,4514.67,05/30/2023,0
LN000828,12,08/09/2023,"₹4,515.01",4515.01,09-08-2023,0
LN003683,10,22/10/2022,2129.14,2129.14,unknown,0
LN000983,12,12/08/2022,3815.52,3815.52,2022-12-08,0
LN001265,22,22/02/2023,11545.42,11545.42,22-02-2023,0
LN001478,8,02-10-2021,1568.41,1568.41,10/02/2021,0
LN003093,15,2022-12-24,26291.51,26291.51,12/24/2022,0
LN003551,1,2022-03-25,5264.13,5264.13,26-04-2022,32
LN001160,1,06 Jun 2023,1590.15,1590.15,06-06-2023,0
LN004117,6,2022-09-17,"₹3,879.58",3879.58,09/17/2022,0
LN003896,8,10/09/2022,4703.02,4703.02,09-10-2022,-1
LN004760,19,12 Jun 2023,5651.51,5651.51,2023-06-12,0
LN004600,8,18/08/2023,"₹4,920.99",4920.99,08/18/2023,0
LN003250,1,04-03-2024,1518.47,1518.47,04-03-2024,0
LN004502,17,22-04-2023,"₹8,639.31",8639.31,22 Apr 2023,0
LN003048,10,12/30/2022,3576.04,3576.04,unknown,0
LN003165,20,2024-04-24,5426.46,5426.46,unknown,0
LN004935,37,13-06-2024,3150.3,3150.3,unknown,0
LN004832,15,11-08-2022,4044.15,4044.15,unknown,10
LN002709,21,11-11-2022,8000.59,8000.59,2022-11-11,0
LN002766,8,23-09-2021,3680.05,3680.05,23/09/2021,0
LN000513,12,10/04/2022,3282.27,3282.27,04/10/2022,0
LN000535,11,01/13/2023,4221.48,4221.48,13 Jan 2023,0
LN004907,5,2023-11-06,"₹7,821.0",7821.0,06-11-2023,0
LN000502,33,06/13/2024,3695.2,3695.2,13-06-2024,0
LN001266,8,11/15/2022,2539.9,2539.9,15 Nov 2022,0
LN000294,5,24-08-2023,5728.8,5728.8,24-08-2023,0
LN000162,7,10/10/2023,3742.37,3742.37,15-10-2023,5
LN004853,35,07 May 2024,3550.6,3550.6,2024-05-12,5
LN002843,3,09/29/2023,3905.02,3905.02,09/29/2023,0
LN000386,12,14/12/2023,"₹14,283.69",14283.69,12/14/2023,0
LN003536,8,2023-06-23,6274.71,6274.71,23 Jun 2023,0
LN003418,21,05/01/2024,2795.82,2795.82,01 May 2024,0
LN001063,2,07/28/2022,1105.54,1105.54,2022-07-28,0
LN002670,5,18 Apr 2022,14546.08,14546.08,04/18/2022,0
LN001225,5,2024-01-01,16718.29,16718.29,01/01/2024,0
LN002909,3,15/11/2021,4013.92,4013.92,2021-11-15,0
LN003347,9,18/03/2024,2837.71,2837.71,18-03-2024,0
LN004089,10,06 Jun 2022,2442.05,2442.05,06/06/2022,0
LN003814,17,02/10/2023,2702.93,unknown,2023-10-02,0
LN000219,33,27-12-2023,2603.83,2603.83,27 Dec 2023,0
LN003897,25,05/20/2023,6301.22,6301.22,20/05/2023,0
LN001996,7,06-08-2021,2611.72,2611.72,08/06/2021,0
LN004261,25,11/01/2024,3130.09,3130.09,11/01/2024,0
LN002771,1,23-05-2024,"₹1,940.98",1940.98,23/05/2024,0
LN001385,11,2023-08-24,6641.34,6641.34,unknown,0
LN004141,15,18 Jul 2022,5669.47,5669.47,18-07-2022,0
LN001505,23,2024-06-18,3580.63,3580.63,18 Jun 2024,0
LN002033,29,23/10/2023,5222.69,5222.69,2023-10-23,0
LN001607,6,01-08-2022,4367.97,4367.97,unknown,0
LN000658,3,2021-10-22,7953.15,unknown,22 Oct 2021,0
LN003953,6,28/04/2024,5734.66,5734.66,2024-04-30,2
LN003514,4,30/08/2021,3706.93,3706.93,30-08-2021,0
LN002315,24,07/01/2024,4697.61,4697.61,07/01/2024,0
LN002613,2,14-11-2021,"₹13,773.93",13773.93,14/11/2021,0
LN003905,28,2024-04-03,3506.95,3506.95,03 Apr 2024,0
LN001840,17,09/12/2023,6772.08,6772.08,2023-09-12,0
LN001447,1,05 Aug 2023,14106.99,14106.99,05-08-2023,0
LN004697,17,18-07-2024,"₹4,808.27",4808.27,18-07-2024,0
LN000460,25,05/18/2023,4857.4,4857.4,18 May 2023,0
LN000289,31,22 Jul 2023,3330.14,3330.14,2023-07-22,0
LN003074,16,17-11-2023,2516.07,2516.07,11/17/2023,0
LN000726,9,03/12/2023,"₹8,259.78",8259.78,2023-12-03,0
LN000761,9,01 Oct 2023,11835.28,11835.28,01-10-2023,0
LN002750,29,22/08/2023,3675.54,3675.54,unknown,0
LN000186,11,04/05/2023,11193.84,11193.84,unknown,0
LN004225,18,23/06/2023,2812.7,2812.7,23/06/2023,0
LN003591,4,2022-03-20,3277.63,3277.63,20/03/2022,0
LN004348,15,28 Jul 2022,2360.97,2360.97,07/28/2022,0
LN004366,18,03-03-2024,5289.22,5289.22,03 Mar 2024,0
LN004191,17,22 Apr 2023,6777.14,6777.14,04/22/2023,0
LN004171,35,07/10/2024,2062.81,2062.81,07/10/2024,0
LN001470,18,02/13/2023,6783.16,6783.16,13/02/2023,0
LN003891,1,13 Jul 2024,5654.07,5654.07,2024-07-13,0
LN003341,5,23/02/2023,7059.06,7059.06,unknown,3
LN000077,4,03/23/2023,3552.68,3552.68,unknown,0
LN001181,10,13-03-2023,10360.84,10360.84,2023-03-13,0
LN002114,1,04/07/2023,4397.48,4397.48,2023-04-07,0
LN003758,5,2022-11-09,3202.36,3202.36,unknown,0
LN004367,3,03/10/2022,7846.96,7846.96,2022-10-03,0
LN001702,22,24-10-2022,5856.6,5856.6,10/24/2022,0
LN001595,5,09/25/2021,7988.28,7988.28,09/25/2021,0
LN004930,17,2023-07-05,7762.64,7762.64,05 Jul 2023,0
LN004364,7,2024-05-10,3840.21,3840.21,2024-05-10,0
LN002077,20,25-05-2023,7178.59,7178.59,unknown,7
LN000748,17,16/06/2023,5191.51,5191.51,06/21/2023,5
LN001380,2,03-10-2022,4507.79,4507.79,2022-10-03,0
LN000602,22,08/03/2023,9362.42,9362.42,08 Mar 2023,0
LN004742,13,14/03/2024,"₹6,307.95",6307.95,03/14/2024,0
LN000297,19,2022-08-19,15217.89,15217.89,19/08/2022,0
LN002604,34,30 Jun 2024,"₹3,266.59",3266.59,30/06/2024,0
LN004493,16,29/07/2022,4211.08,4211.08,07/29/2022,0
LN004731,33,06-05-2024,7434.43,7434.43,06/05/2024,0
LN004522,22,23/12/2022,7489.25,7489.25,12/23/2022,0
LN004407,32,2024-04-29,"₹2,372.35",2372.35,29-04-2024,0
LN001255,3,09/08/2023,6078.75,6078.75,08/09/2023,0
LN004061,16,07/26/2022,6722.26,6722.26,07/26/2022,0
LN003896,11,07/01/2023,4703.02,4703.02,07 Jan 2023,0
LN000258,6,12 Apr 2023,"₹3,410.47",3410.47,2023-04-12,0
LN002832,17,01/03/2024,6259.48,6259.48,01-03-2024,0
LN003115,18,06/24/2023,1461.49,1461.49,07/22/2023,28
LN001754,16,09/18/2022,6379.1,6379.1,2022-09-18,0
LN004814,6,2023-09-05,4320.38,4320.38,15 Sep 2023,10
LN000407,3,12-03-2023,3574.64,3574.64,12/03/2023,0
LN000543,1,2022-12-08,8805.0,8805.0,30-01-2023,53
LN003970,9,02/07/2023,14027.57,14027.57,02/07/2023,0
LN001763,4,08 Sep 2022,8256.65,8256.65,09/08/2022,0
LN002246,1,27/08/2021,6197.76,6197.76,2021-09-06,10
LN004990,13,03 Jul 2023,4322.3,4322.3,16-07-2023,13
LN003622,5,2022-07-26,8357.95,8357.95,07/26/2022,0
LN000319,7,12/31/2023,7674.65,7674.65,31 Dec 2023,0
LN003213,21,22/07/2023,2499.81,2499.81,2023-07-22,0
LN003191,13,2022-04-24,3349.42,3349.42,24-04-2022,0
LN003782,1,2021-10-31,3720.13,3720.13,2021-10-31,0
LN002214,13,01/10/2023,2135.96,2135.96,01/10/2023,0
LN003064,5,14-12-2022,4388.52,4388.52,2022-12-14,0
LN000881,8,07/24/2023,9174.12,9174.12,24 Jul 2023,0
LN002630,14,26/01/2023,4407.16,4407.16,02/18/2023,23
LN004386,4,13 Mar 2022,11482.63,11482.63,13/03/2022,0
LN004700,13,21-03-2022,12286.98,12286.98,21/03/2022,0
LN000554,14,2023-08-01,6250.48,6250.48,2023-08-01,0
LN001354,26,30/11/2023,5809.02,5809.02,30 Nov 2023,0
LN003407,12,09/07/2024,16662.02,16662.02,09 Jul 2024,0
LN003724,18,03/12/2024,1944.25,1944.25,12-03-2024,0
LN001582,18,30/10/2023,4150.94,4150.94,30/10/2023,0
LN001820,5,20/10/2023,5035.89,5035.89,10/20/2023,0
LN002168,24,10/07/2024,3571.27,3571.27,07/10/2024,0
LN001243,22,2023-03-09,2840.15,2840.15,09-03-2023,0
LN000479,10,22/06/2024,6529.23,6529.23,22 Jun 2024,0
LN004650,34,31 May 2024,2168.35,2168.35,31/05/2024,0
LN004686,8,08/16/2023,6626.79,6626.79,08/16/2023,0
LN004981,11,31 May 2024,2287.15,2287.15,2024-05-31,0
LN001127,2,17-06-2022,"₹3,383.52",3383.52,17-06-2022,0
LN002068,9,14 Jul 2022,11392.53,11392.53,14 Jul 2022,0
LN001365,12,18-03-2024,"₹2,299.33",2299.33,22 Mar 2024,4
LN000450,5,2022-10-27,2693.63,2693.63,27 Oct 2022,0
LN000108,2,08 Jan 2024,5491.13,5491.13,08 Jan 2024,0
LN001491,19,29-08-2023,3383.22,3383.22,2023-08-29,0
LN001733,9,2022-01-15,16071.77,16071.77,15 Jan 2022,0
LN000602,13,06/11/2022,"₹9,362.42",9362.42,17/06/2022,6
LN000631,2,2022-02-15,4801.49,4801.49,unknown,0
LN004222,19,23 Feb 2023,11024.1,11024.1,02/23/2023,0
LN004521,4,24/08/2023,4711.49,4711.49,2023-08-24,0
LN000546,3,2021-10-22,19042.18,19042.18,27-11-2021,36
LN004039,18,01/20/2023,3829.04,3829.04,2023-01-20,0
LN001082,23,21 Feb 2024,5346.95,5346.95,2024-02-21,0
LN002107,2,04/11/2023,"₹14,070.47",14070.47,04 Nov 2023,0
LN004500,10,06/05/2022,30455.7,30455.7,06/05/2022,0
LN002893,3,07/16/2021,14898.27,14898.27,16 Jul 2021,0
LN000222,20,16-09-2023,8111.65,8111.65,2023-09-16,0
LN001948,11,01-04-2023,3672.34,3672.34,01/04/2023,0
LN001493,9,12/02/2024,3932.92,3932.92,12-02-2024,0
LN000359,2,2023-08-07,2197.68,2197.68,2023-08-07,0
LN003783,20,09/21/2022,3432.17,3432.17,09/21/2022,0
LN002280,17,20-12-2022,"₹11,789.89",11789.89,20 Dec 2022,0
LN004176,19,09/29/2023,3512.3,3512.3,09/29/2023,0
LN004635,6,06/04/2024,6691.21,5044.32,24 Jun 2024,20
LN004031,19,2023-06-24,"₹4,300.14",4300.14,24/06/2023,0
LN001559,16,04/08/2024,6959.83,6959.83,04/08/2024,0
LN000481,20,2024-02-28,1607.32,1607.32,unknown,0
LN002541,16,11/03/2023,2558.39,2558.39,11/03/2023,0
LN003011,21,2023-09-16,6547.07,6547.07,16-09-2023,0
LN002251,21,05/26/2024,1865.57,1865.57,05/26/2024,0
LN000132,6,2022-02-13,6174.92,6174.92,unknown,0
LN002481,17,15 Sep 2022,14713.6,14713.6,15 Sep 2022,0
LN004625,28,2024-02-21,3680.03,3680.03,21 Feb 2024,0
LN004370,2,2022-05-12,7228.11,7228.11,05/12/2022,0
LN000942,24,16-05-2023,3486.52,3486.52,2023-05-16,0
LN000873,7,21/10/2022,"₹11,296.71",11296.71,21/10/2022,0
LN004665,10,2024-05-04,3446.67,3446.67,04-05-2024,0
LN002380,17,2023-09-01,1594.33,1594.33,01-09-2023,0
LN003864,3,27-06-2022,8686.15,8686.15,2022-06-27,0
LN000709,3,30-11-2021,6772.45,6772.45,30-11-2021,0
LN002075,25,05/21/2023,3757.06,3757.06,06/16/2023,26
LN001526,19,28 Sep 2022,3742.84,3742.84,12-10-2022,14
LN004206,20,10/19/2023,8017.5,8017.5,2023-11-22,34
LN002497,12,10/19/2023,3248.95,3248.95,2023-10-19,0
LN003201,12,2024-05-13,8473.27,8473.27,13/05/2024,0
LN004110,4,26 Feb 2022,10483.97,10483.97,26/02/2022,0
LN004350,13,19/12/2022,4484.66,4484.66,unknown,0
LN004867,22,19 Aug 2023,"₹9,089.63",9089.63,19 Aug 2023,0
LN000640,5,04-03-2023,3470.92,3470.92,04-03-2023,0
LN003595,14,05/08/2024,2613.69,2613.69,08 May 2024,0
LN003828,25,13-10-2023,"₹1,932.14",1932.14,13 Oct 2023,0
LN003782,19,24-04-2023,3720.13,3720.13,24/04/2023,0
LN002785,8,06/01/2024,4534.08,3968.04,06 Jun 2024,5
LN000203,13,2024-03-28,"₹12,408.09",12408.09,unknown,19
LN002979,19,2023-07-27,4910.62,4910.62,27/07/2023,0
LN001590,9,17-09-2022,5855.38,unknown,unknown,0
LN001822,31,05 Aug 2023,6390.82,6390.82,05 Aug 2023,0
LN003193,8,11/11/2023,1359.73,1359.73,2023-11-11,0
LN002459,5,12 Aug 2023,10276.33,10276.33,08/12/2023,0
LN003606,28,11/03/2024,5062.99,5062.99,11 Mar 2024,0
LN003576,29,07/07/2024,7372.84,7372.84,07/07/2024,0
LN000206,3,06/25/2023,"₹3,548.1",3548.1,06/25/2023,0
LN003025,19,18 Jun 2023,5818.97,5818.97,06/18/2023,0
LN003699,13,27/03/2023,13616.32,13616.32,12/04/2023,16
LN001241,16,07 Feb 2023,2652.56,2652.56,07-02-2023,0
LN002276,3,27/11/2021,4597.26,4597.26,27/11/2021,0
LN003333,8,12 Dec 2022,2764.08,2764.08,12-12-2022,0
LN003138,7,01/02/2024,4967.88,4967.88,02-01-2024,0
LN001890,15,2022-03-27,9720.34,9720.34,2022-03-27,0
LN002480,8,24 Feb 2024,4811.75,4811.75,24/02/2024,0
LN004123,6,06 Apr 2024,3238.47,3238.47,2024-04-12,6
LN003410,2,04 Jun 2024,5534.89,5534.89,06/26/2024,22
LN002468,5,18-07-2023,15958.54,15958.54,18-07-2023,0
LN002277,14,03-02-2023,2906.15,2906.15,03-02-2023,0
LN001009,16,05-05-2024,4242.07,4242.07,2024-05-11,6
LN000379,25,20-04-2023,5517.06,5517.06,20 Apr 2023,0
LN001455,10,27-09-2023,10398.81,10398.81,2023-09-27,0
LN003479,4,2022-01-20,14865.05,14865.05,20-01-2022,0
LN004784,8,01/01/2024,2961.78,2961.78,01/01/2024,0
LN002064,5,11/02/2023,4212.68,4212.68,02/11/2023,0
LN003948,21,2024-01-11,2359.93,2359.93,11-01-2024,0
LN000602,35,01 Apr 2024,9362.42,9362.42,2024-04-01,0
LN002475,2,18 Aug 2023,2242.19,2242.19,2023-08-18,0
LN002739,36,15/07/2024,4085.13,4085.13,2024-07-15,0
LN004857,13,01/05/2023,1968.67,1968.67,05/01/2023,0
LN003334,7,05/10/2021,13879.15,13879.15,10/05/2021,0
LN002967,7,13-01-2022,4535.3,4535.3,13/01/2022,0
