Customer_ID,Age,Gender,Employment_Type,Monthly_Income,CIBIL_Score,State
CU003792,21,Female,self employed,-5000,832,Andhra Pradesh
CU003850,22,MALE,Self-Employed,32898,629,maharashtra
CU003318,45,male,Salaried,52526,734,maharashtra
CU002205,29,Male,Salaried,39527,-300,MH
CU003428,38,M,SALARIED,22224,621,KERALA
CU001785,21,male,Salaried ,69736,644,west bengal
CU002561,44,male,SALARIED,"₹74,489",626,Maharashtra
CU002947,46,M,Salaried ,41790,658,uttar pradesh
CU002741,26,m,Salaried,15975,unknown,TELANGANA
CU000706,25,N/A,salaried,48694,764,Andhra Pradesh
CU001198,48,male,Self Employed,46655,683,TELANGANA
CU001274,52,male,salaried,12000,741, Kerala
CU004056,46,M,salaried,57222,578,andhra pradesh
CU003610,61,female,Self-Employed,-,660,Kerala
CU003275,31,male,salaried,41027,590,west bengal
CU002386,36,Male,Salaried ,51992,692,maharashtra
CU000384,40,MALE,SELF-EMPLOYED,64503,725,West Bengal
CU003510,43,Male,Salaried,18631,734,telangana
CU003988,50,male,N/A,41588,716,New Delhi
CU002913,32,male,Self-Employed,30057,544,west bengal
CU002765,36,male,Salaried,"₹47,631",537,TamilNadu
CU002598,33,Male,SELF-EMPLOYED,47678,624,WB
CU000740,24,Male,self employed,55111,814,TELANGANA
CU001866,42,male,Self Employed,12616,736,WB
CU001353,21,MALE,salaried,"₹84,058",717,uttar pradesh
CU001691,44,Male,self employed,68330,653,DELHI
CU003017,42,F,SALARIED,50489,571,telangana
CU004232,28,Female,Salaried ,"₹18,087",765,uttar pradesh
CU002875,40,F,Salaried ,22560,unknown,West Bengal
CU000004,21,Male,SALARIED,24743,708,Maharastra
CU004195,34,m,Salaried ,47970,590,AP
CU002550,23,Female,Self-Employed,"₹12,000",819,Gujrat
CU000008,27,M,SELF-EMPLOYED,61450,570,Uttar Pradesh 
CU001815,39,Male,Self Employed,41574,900,Gujarat
CU001322,38,Male,N/A,61404,753,uttar pradesh
CU000404,39,MALE,SALARIED,-,510,KARNATAKA
CU004317,46,f,SALARIED,54934,646,maharashtra
CU000051,33,m,Salaried ,66779,615,New Delhi
CU003635,46,male,SALARIED,16292,unknown,Tamilnadu
CU004597,63,Female,SELF-EMPLOYED,44601,651,MH
CU000559,27,m,N/A,46713,599,Andhra Pradesh 
CU000727,53,M,selfemployed,56481,557,maharashtra
CU003918,44,female,Self-Employed,"₹12,000",677,
CU001900,36,m,Salaried ,"₹13,612",622,New Delhi
CU003545,56,female,Salaried ,44572,577,TELANGANA
CU003715,29,f,Self-Employed,48017,703, Kerala
CU000546,41,F,self employed,"₹38,373",unknown,andhra pradesh
CU003631,27,male,Salaried,"₹56,668",880,New Delhi
CU001072,26,male,SELF-EMPLOYED,34634,799,gujarat
CU000717,34,MALE,Salaried ,40766,807,AP
CU004224,48,Male,selfemployed,62048,715,delhi
CU004574,30,MALE,salaried,15363,694,uttar pradesh
CU002919,46,F,SELF-EMPLOYED,69522,537,Tamil Nadu
CU003601,49,M,Salaried,64274,unknown,GJ
CU002622,40,Female,SALARIED,55931,784,Karnatka
CU000319,36,m,salaried,20514,661,gujarat
CU003750,54,MALE,N/A,59649,634,west bengal
CU000428,37,m,Self-Employed,12000,793,Delhi
CU001782,24,N/A,Self Employed,58646,765,Gujarat
CU000481,58,M,SELF-EMPLOYED,"₹17,736",718,Karnataka
CU001651,32,m,selfemployed,16421,787,Karnatka
CU000547,27,MALE,salaried,"₹28,491",558,West Bengal
CU000263,30,m,salaried,-,568,TELANGANA
CU001292,48,Male,Salaried ,45750,unknown,WestBengal
CU003514,40,M,Salaried ,"₹47,882",751,Maharastra
CU002877,29,MALE,Salaried ,29634,589,WB
CU000667,35,MALE,Self-Employed,29324,630,New Delhi
CU000172,48,MALE,SELF-EMPLOYED,43596,530,Karnataka
CU001177,46,Female,salaried,45463,801,Delhi
CU001078,50,FEMALE,SALARIED,"₹64,653",553,karnataka
CU002351,21,F,self employed,35342,683,Maharastra
CU003974,43,F,Salaried ,28676,693,GJ
CU004225,40,male,self employed,65857,585,Uttar Pradesh 
CU000694,43,Male,selfemployed,22926,unknown,AP
CU003600,49,MALE,Salaried ,93508,672,Uttar Pradesh 
CU004016,51,Male,Salaried ,18863,838,Kerala 
CU003696,52,male,self employed,44867,677,Andhra Pradesh 
CU001923,52,FEMALE,SELF-EMPLOYED,56842,616,Karnatka
CU003424,-1,m,salaried,32594,706,Kerala
CU003784,53,m,Salaried,40062,539,AP
CU002464,24,M,Salaried,"₹63,135",716,WB
CU002577,26,N/A,Self Employed,61438,606,gujarat
CU004119,57,Male,Self-Employed,98443,649,KARNATAKA
CU002912,42,Female,SELF-EMPLOYED,"₹60,139",667,Andhra Pradesh
CU003230,33,f,Salaried ,30300,598,Andhra Pradesh 
CU000782,44,f,salaried,91072,546,delhi
CU002180,33,Male,SELF-EMPLOYED,23526,721,telangana
CU000542,44,male,Salaried,84850,611,uttar pradesh
CU000712,49,m,SALARIED,27433,645,maharashtra
CU002658,28,FEMALE,Self-Employed,50217,751,Uttar Pradesh 
CU004021,39,female,SALARIED,49931,567,WestBengal
CU001496,30,m,Salaried,45446,832,west bengal
CU000631,-1,M,SALARIED,49307,492,andhra pradesh
CU000255,43,F,salaried,62068,748,Karnatka
CU002641,36,Male,Self-Employed,85356,724,Keral
CU002274,32,Female,Salaried,54734,697,kerala
CU004336,61,FEMALE,self employed,60266,686,andhra pradesh
CU002016,33,MALE,selfemployed,24979,772,Andhra Pradesh 
CU001926,30,male,Salaried,41990,620,Maharastra
CU003580,21,f,self employed,55355,619,telangana
CU003879,38,Female,SELF-EMPLOYED,78969,683,karnataka
CU004590,39,f,selfemployed,12000,655,uttar pradesh
CU001172,23,m,Self Employed,35222,823,UP
CU001725,41,F,salaried,"₹15,307",664,TamilNadu
CU001561,49,male,Salaried,-,704,UP
CU001574,21,Male,SALARIED,40917,900,Gujrat
CU001546,21,MALE,SALARIED,"₹46,061",757,delhi
CU000589,41,MALE,selfemployed,66819,702,kerala
CU000791,22,MALE,SELF-EMPLOYED,32344,658,uttar pradesh
CU001145,45,M,Self-Employed,"₹58,088",626,Kerala 
CU004512,21,Female,Salaried ,33590,636,MH
CU003564,24,MALE,salaried,12000,688,delhi
CU002720,35,F,salaried,75524,749,uttar pradesh
CU000076,32,m,salaried,49899,634,MH
CU001562,37,MALE,Salaried,30152,669, Kerala
CU004273,42,Male,Salaried,"₹84,413",583,New Delhi
CU001978,48,f,selfemployed,25187,649,DELHI
CU004205,58,female,Self Employed,12000,728,telangana
CU003817,37,male,selfemployed,60362,652,KARNATAKA
CU003559,37,MALE,Salaried ,"₹22,247",704,Kerala
CU004367,55,FEMALE,SALARIED,38465,721,Uttar Pradesh 
CU002445,65,Male,SALARIED,75037,707,Telangana
CU001615,48,FEMALE,Salaried,46948,885,UP
CU001404,43,FEMALE,SALARIED,72056,638,kerala
CU000946,43,male,Salaried ,63823,697,TELANGANA
CU004332,38,FEMALE,salaried,-,654,Kerala
CU003882,29,m,Self-Employed,85444,727,West Bengal
CU003404,50,female,Self Employed,48590,846,Uttar Pradesh 
CU002582,36,MALE,SELF-EMPLOYED,65659,562,KERALA
CU001675,52,Female,Salaried,41797,772,Telangana
CU003431,45,f,SALARIED,27549,757,Telangana
CU004084,44,M,Salaried,23271,724,AP
CU004137,51,m,SALARIED,41365,655,kerala
CU000969,24,male,self employed,49463,729,Kerala 
CU004110,32,N/A,SELF-EMPLOYED,23432,723,
CU001282,28,m,Salaried ,49862,637,TN
CU000226,23,female,Salaried ,49489,774,telangana
CU003253,65,male,selfemployed,42008,769,Maharashtra
CU003964,31,Female,self employed,30330,599,maharashtra
CU004055,42,FEMALE,Salaried ,46453,637,uttar pradesh
CU003049,42,N/A,Salaried ,43590,718,kerala
CU004175,25,M,selfemployed,44167,641,Maharashtra
CU003180,34,Male,Salaried ,68453,unknown,gujarat
CU003269,46,M,self employed,38655,699,Uttar Pradesh
CU000846,40,m,salaried,-,662,Maharastra
CU001737,37,m,SALARIED,"₹82,785",701,
CU003577,40,MALE,SALARIED,-,827,maharashtra
CU001673,35,FEMALE,Self Employed,75845,635,Uttar Pradesh 
CU001132,38,N/A,selfemployed,-,639,New Delhi
CU004230,28,Male,Self Employed,"₹67,391",636,Karnataka
CU003159,41,Female,SALARIED,31319,592,gujarat
CU000155,30,M,SALARIED,16830,564,WestBengal
CU000477,21,male,Self Employed,48694,662,Karnatka
CU003620,33,m,Salaried,28720,625,GJ
CU000082,33,male,Self-Employed,49481,681,Maharastra
CU001908,39,f,Salaried,37497,821,Tamil Nadu
CU003494,43,m,SELF-EMPLOYED,-,638,Delhi
CU002850,54,f,Self-Employed,92968,727,Gujrat
CU000552,26,M,selfemployed,56110,597,Karnatka
CU001642,21,M,salaried,57197,676,Gujarat
CU003702,34,N/A,salaried,34526,745,Gujarat
CU001088,54,male,SALARIED,48851,895,telangana
CU002813,39,male,self employed,"₹32,218",560,maharashtra
CU000383,38,M,SELF-EMPLOYED,68237,596,Gujrat
CU001100,31,M,self employed,54981,527,Andhra Pradesh 
CU003484,44,Male,Salaried ,34849,755,UP
CU003813,57,m,SALARIED,-,900,Maharashtra
CU001563,56,M,selfemployed,42723,636,AP
CU003907,21,M,Salaried,-,703,Gujrat
CU003517,50,m,Salaried,37275,685,Tamil Nadu
CU004551,35,Female,Self Employed,19787,742,DELHI
CU000919,38,Male,salaried,56166,847,AP
CU000985,26,M,salaried,66156,663,MH
CU002785,49,M,salaried,72235,696, Kerala
CU000474,40,FEMALE,SELF-EMPLOYED,76610,588,Telangana
CU002353,47,MALE,SALARIED,31783,622,Karnatka
CU001121,42,Male,Self Employed,61876,715,West Bengal
CU002462,32,male,self employed,"₹40,058",578,TamilNadu
CU003403,27,Male,N/A,15537,620,Tamilnadu
CU000090,50,Male,SALARIED,45104,684,TN
CU000851,42,M,Salaried ,52592,830,KARNATAKA
CU002012,54,male,Salaried ,"₹49,381",637,AP
CU000298,43,male,Salaried ,"₹68,931",665,WestBengal
CU000528,40,f,SALARIED,"₹56,029",710,KERALA
CU000443,35,m,Self Employed,12000,685,TN
CU000073,27,N/A,self employed,20716,736,WB
CU001139,36,Female,selfemployed,52986,706,delhi
CU002106,53,m,SELF-EMPLOYED,37049,555,Tamil Nadu
CU001414,21,male,salaried,65743,598,DELHI
CU001007,44,M,N/A,28222,809,andhra pradesh
CU004453,34,MALE,Salaried ,66308,unknown,Delhi
CU003864,24,m,selfemployed,50665,770,UP
CU000084,47,m,Self Employed,62446,696,Keral
CU003711,34,F,N/A,65651,593,TamilNadu
CU002151,38,M,Salaried ,40148,572,Tamil Nadu
CU003519,50,m,N/A,42806,756,TamilNadu
CU004373,29,Male,N/A,24885,613,New Delhi
CU002566,42,m,Self-Employed,16377,673,Andhra Pradesh 
CU001940,46,m,Self-Employed,23245,668,West Bengal
CU000048,150,FEMALE,self employed,64080,738,Telangana
CU001803,34,male,SALARIED,72489,589,Maharastra
CU000398,46,F,Self Employed,35338,693,Uttar Pradesh 
CU004306,43,male,Salaried ,64939,634,Tamil Nadu
CU003407,30,f,salaried,"₹42,452",682,gujarat
CU004528,50,Female,self employed,60089,544,GJ
CU002602,32,FEMALE,Self Employed,32177,829,gujarat
CU000987,33,N/A,salaried,"₹66,486",786,uttar pradesh
CU002797,38,m,Salaried,55950,808,Karnataka
CU000485,46,Female,SALARIED,"₹35,958",640,telangana
CU003833,29,m,salaried,-,675,Maharashtra
CU003400,40,Female,Salaried ,47152,625,New Delhi
CU002578,39,Male,SALARIED,53663,535,Maharashtra
CU004243,47,Male,N/A,12000,561,Andhra Pradesh 
CU004077,21,m,N/A,52764,528,GJ
CU001105,34,MALE,Salaried,65938,746,AP
CU004159,40,Male,SELF-EMPLOYED,43185,649,Uttar Pradesh
CU002687,47,F,salaried,50489,572,Tamilnadu
CU004451,57,MALE,Salaried,-5000,764,
CU002020,21,Female,Self Employed,45402,760,Andhra Pradesh 
CU002906,50,F,Salaried ,28431,612,WB
CU000105,44,M,salaried,60150,655,WB
CU003392,22,f,Salaried ,29756,472,KERALA
CU002047,44,Male,SALARIED,81108,572,New Delhi
CU002501,25,f,SALARIED,20482,646,kerala
CU001853,33,m,SALARIED,24680,650, Kerala
CU000198,38,N/A,SALARIED,57909,874,WB
CU001687,45,FEMALE,SALARIED,72838,752,TN
CU001534,26,M,Salaried,17717,632,Karnatka
CU004003,28,male,N/A,79918,741,TELANGANA
CU000818,33,Male,Salaried ,47068,863,Keral
CU000565,50,female,SALARIED,35853,756,Maharashtra
CU001894,44,F,Self Employed,79886,739,Karnataka
CU004164,39,F,SALARIED,27877,688,KARNATAKA
CU003657,33,Female,Salaried,37204,-300,UP
CU000856,21,M,Salaried ,"₹64,206",721,Telangana
CU000310,47,N/A,salaried,75569,725,delhi
CU004490,55,M,salaried,38665,530,Karnatka
CU003331,26,female,SALARIED,14381,614,KERALA
CU003613,39,male,Salaried ,70639,unknown,Telangana
CU001722,33,Male,Salaried,"₹31,217",722,Andhra Pradesh
CU002331,43,male,Salaried,"₹30,870",663,GJ
CU003845,47,m,Self Employed,29368,635,Tamil Nadu
CU003766,26,M,Self Employed,40178,704,New Delhi
CU000721,49,Female,Self-Employed,66227,838,Gujarat
CU000292,34,Male,SALARIED,48211,680,TamilNadu
CU002191,35,MALE,Self-Employed,53674,640,Gujrat
CU000541,41,f,Salaried ,59431,559,Andhra Pradesh 
CU002390,42,m,Salaried ,"₹60,049",627,UP
CU004263,35,N/A,Salaried ,45439,456,TamilNadu
CU001037,150,m,N/A,"₹46,956",658,Tamil Nadu
CU001048,21,male,Salaried ,-,674,WB
CU002678,25,MALE,selfemployed,58122,749,Andhra Pradesh
CU000268,24,m,SALARIED,-,827,New Delhi
CU003263,40,MALE,SELF-EMPLOYED,44241,681,Telangana
CU000690,41,F,Salaried ,35818,617,Uttar Pradesh 
CU000061,52,Male,selfemployed,16282,591,Maharashtra
CU003910,43,MALE,self employed,"₹31,837",658,
CU001190,37,male,SALARIED,27987,631,west bengal
CU002539,40,Male,Self-Employed,64718,704,Telangana
CU002611,40,f,Salaried,15999,593,uttar pradesh
CU001620,28,Female,salaried,29549,674,Tamil Nadu
CU000005,28,m,selfemployed,16753,686,Maharashtra
CU003583,47,F,salaried,59215,760,UP
CU003190,26,m,Salaried,56925,675,MH
CU003757,29,Male,salaried,-5000,788,KARNATAKA
CU000536,31,Male,SALARIED,43656,615,Uttar Pradesh 
CU003320,37,male,self employed,60812,764,telangana
CU004414,30,MALE,N/A,38192,615,Andhra Pradesh 
CU002982,38,Male,Salaried,40709,757,delhi
CU003341,43,f,salaried,-,401,Delhi
CU004467,54,male,self employed,"₹49,327",767,WB
CU000582,43,m,SELF-EMPLOYED,"₹24,828",503,Andhra Pradesh 
CU003692,32,male,salaried,48457,850,WB
CU000196,39,M,selfemployed,52373,644,uttar pradesh
CU001264,34,male,Self Employed,49101,533,New Delhi
CU000173,42,Male,Salaried ,"₹49,153",582,Andhra Pradesh
CU003097,26,MALE,selfemployed,40493,689,WB
CU002909,21,MALE,Self Employed,"₹30,501",629,AP
CU003045,42,Male,SELF-EMPLOYED,"₹46,622",769,AP
CU001410,31,Male,Salaried,21360,769,Andhra Pradesh 
CU004145,30,male,Salaried ,46413,759,GJ
CU001788,28,Female,selfemployed,"₹34,867",701,Kerala
CU000925,52,Male,Salaried,-,626,Gujarat
CU000703,40,F,Salaried ,25242,unknown,DELHI
CU001014,21,MALE,self employed,40486,unknown,telangana
CU003053,35,MALE,salaried,40783,900,New Delhi
CU003032,21,Male,Salaried,31481,799,Gujarat
CU001174,37,Male,SELF-EMPLOYED,53632,746,tamil nadu
CU003535,47,male,SELF-EMPLOYED,29880,662,Andhra Pradesh
CU001448,42,M,N/A,37132,611, Kerala
CU002341,21,Female,Salaried ,41799,477,andhra pradesh
CU001301,50,m,Salaried,"₹89,629",680,Telangana
CU000643,41,m,selfemployed,"₹22,046",687,GJ
CU002460,25,male,Salaried,38988,639,MH
CU002817,44,M,salaried,45845,836,Maharashtra
CU003308,46,Male,SALARIED,28204,634,Karnataka
CU002339,33,Male,SELF-EMPLOYED,15902,605,kerala
CU002391,48,male,SALARIED,52640,643,Andhra Pradesh
CU002463,33,Male,Salaried ,22380,603,Tamilnadu
CU003624,40,m,Salaried ,74109,874,
CU001240,45,M,Self-Employed,12000,800,tamil nadu
CU003748,41,M,Salaried,58176,659,GJ
CU000416,34,MALE,SALARIED,39824,unknown,Andhra Pradesh 
CU003721,33,m,Salaried ,-,701,TELANGANA
CU004127,21,N/A,SALARIED,40001,571,Telangana
CU001994,34,FEMALE,SELF-EMPLOYED,70152,631,WestBengal
CU000983,22,F,Salaried,0,742,AP
CU001165,30,Male,Salaried ,"₹35,040",648,Gujarat
CU001939,36,M,selfemployed,53671,525,KARNATAKA
CU004221,46,Male,Salaried ,56826,670,Maharashtra
CU001566,34,male,SELF-EMPLOYED,45860,741,gujarat
CU003358,26,Female,selfemployed,12000,579,west bengal
CU000587,37,f,SALARIED,42310,777,telangana
CU001886,45,m,Salaried ,43651,787,uttar pradesh
CU000813,46,MALE,SALARIED,28436,751,Tamilnadu
CU001071,27,f,Self-Employed,37534,635,KERALA
CU001168,21,Male,Salaried,"₹57,275",713,Tamil Nadu
CU001960,39,male,SALARIED,12000,613,WestBengal
CU002254,63,m,SALARIED,37775,691,Telangana
CU000720,49,Male,Self-Employed,49332,587,telangana
CU004227,32,FEMALE,selfemployed,67529,692,Gujarat
CU001066,47,MALE,SALARIED,64875,803,Tamilnadu
CU000463,38,MALE,SELF-EMPLOYED,24956,unknown,TELANGANA
CU002114,37,M,salaried,-,624,Karnataka
CU002948,33,male,SALARIED,47977,543,Karnataka
CU002446,32,MALE,SELF-EMPLOYED,43114,696,uttar pradesh
CU001310,44,FEMALE,Self-Employed,25031,826,TN
CU001996,41,MALE,SELF-EMPLOYED,41576,unknown,WestBengal
CU001336,40,male,salaried,"₹27,092",775,TELANGANA
CU000306,28,M,SELF-EMPLOYED,24061,728,west bengal
CU001505,30,N/A,self employed,34224,615,Karnatka
CU000912,41,m,Salaried,36667,674,Andhra Pradesh
CU000440,34,FEMALE,SELF-EMPLOYED,12000,699,West Bengal
CU000714,45,male,SALARIED,26674,801,DELHI
CU004259,34,Female,SELF-EMPLOYED,50839,720,DELHI
CU003669,51,M,Salaried ,57416,614,TELANGANA
CU002166,40,Female,SELF-EMPLOYED,27203,593,Uttar Pradesh 
CU001502,21,m,Self-Employed,30420,662,GJ
CU004036,29,M,SALARIED,"₹48,742",631,Maharastra
CU001025,47,N/A,N/A,55537,725,andhra pradesh
CU001555,39,m,SALARIED,71197,733,WestBengal
CU001083,34,F,SALARIED,24403,620,karnataka
CU003906,36,m,SELF-EMPLOYED,33310,800,TELANGANA
CU001661,65,F,Salaried,61889,779,Maharastra
CU000735,37,MALE,Salaried ,21094,528,Keral
CU002683,29,FEMALE,Self-Employed,31381,729,andhra pradesh
CU002979,39,N/A,Self Employed,"₹49,007",820,maharashtra
CU001914,35,Male,salaried,34718,760,TN
CU001075,43,male,N/A,73283,639,GJ
CU001811,29,male,salaried,35141,842,Delhi
CU004333,44,m,Self-Employed,"₹44,372",736,karnataka
CU001331,53,Male,N/A,"₹51,404",671,Maharashtra
CU002480,36,FEMALE,Self Employed,57102,654,Maharastra
CU002085,21,M,N/A,60063,582,DELHI
CU003868,47,FEMALE,selfemployed,78766,625,Delhi
CU000066,46,Male,self employed,62991,707,Gujrat
CU002224,36,male,Salaried ,70493,763,Telangana
CU002362,31,Female,self employed,"₹27,711",742,Uttar Pradesh
CU002611,40,f,Salaried,15999,593,uttar pradesh
CU001220,48,male,selfemployed,68350,614,West Bengal
CU000358,50,f,Salaried,54694,603,Maharashtra
CU004516,29,MALE,salaried,56826,594,TELANGANA
CU003975,26,f,salaried,12000,763,Karnatka
CU003565,39,MALE,selfemployed,70229,unknown,Andhra Pradesh 
CU001588,37,MALE,SELF-EMPLOYED,66504,774,New Delhi
CU001360,26,F,salaried,68985,677,TELANGANA
CU001094,45,MALE,Salaried ,46532,633,MH
CU003623,52,Female,N/A,32446,546,GJ
CU004486,40,FEMALE,selfemployed,12000,666,Uttar Pradesh 
CU002011,51,f,Salaried ,12000,607,New Delhi
CU004488,34,male,Salaried ,23015,745, Kerala
CU001378,49,male,Self Employed,12000,768,gujarat
CU003722,49,Male,Salaried ,48443,693,Andhra Pradesh 
CU000397,21,female,self employed,13317,537,GJ
CU001278,36,MALE,Self Employed,22936,753,karnataka
CU000986,28,FEMALE,salaried,51966,599,Andhra Pradesh 
CU000873,29,female,SALARIED,44375,556,UP
CU000934,22,N/A,Salaried,68187,767, Kerala
CU003698,38,m,salaried,"₹22,365",603,gujarat
CU004204,41,male,Salaried ,55608,644,delhi
CU003332,48,male,self employed,69297,596,Karnatka
CU003912,35,F,SALARIED,20028,698,
CU001846,28,N/A,selfemployed,70333,592,Andhra Pradesh
CU003191,44,Male,salaried,39179,864,Andhra Pradesh 
CU002019,49,N/A,SALARIED,"₹47,129",697,karnataka
CU001927,40,m,salaried,47651,706,Tamil Nadu
CU001498,56,female,N/A,83667,703,UP
CU003737,37,MALE,Salaried,12000,unknown,gujarat
CU001802,45,male,salaried,"₹27,714",782,Keral
CU004475,44,m,salaried,17617,unknown,TamilNadu
CU001778,45,N/A,SELF-EMPLOYED,29935,unknown,Delhi
CU003584,54,MALE,selfemployed,18834,694,Andhra Pradesh 
CU003760,46,FEMALE,N/A,-,618,GJ
CU001289,44,Female,self employed,14990,546,andhra pradesh
CU003029,45,m,SALARIED,64185,721,AP
CU000138,51,Male,SELF-EMPLOYED,-,668,Andhra Pradesh
CU000974,44,MALE,Self-Employed,68771,846,tamil nadu
CU000798,41,Male,Self-Employed,68854,566,Karnataka
CU003356,39,FEMALE,selfemployed,12000,712,Kerala 
CU003570,28,N/A,Salaried ,36072,766,Tamilnadu
CU002283,24,M,Self-Employed,"₹57,243",658,Keral
CU002431,25,male,SALARIED,0,760,Karnataka
CU000616,46,M,Salaried ,43951,833,kerala
CU002734,32,F,SALARIED,30936,541,New Delhi
CU002795,34,M,selfemployed,49454,808,TELANGANA
CU000517,22,Female,SALARIED,67253,unknown,WB
CU003848,40,female,Salaried,67063,677,Karnatka
CU001917,42,F,SELF-EMPLOYED,"₹60,346",687,Tamil Nadu
CU000221,58,m,self employed,31216,621,maharashtra
CU003976,37,MALE,Salaried ,79939,628,DELHI
CU004483,44,m,N/A,57262,588,DELHI
CU000377,32,N/A,Self-Employed,43189,743,kerala
CU004561,29,MALE,salaried,41096,unknown,WestBengal
CU002859,32,M,SELF-EMPLOYED,25242,794,andhra pradesh
CU004130,44,f,SALARIED,64166,564,Andhra Pradesh
CU001367,32,male,SALARIED,-5000,645,gujarat
CU000415,43,m,Salaried ,45128,672,Kerala 
CU000726,32,M,salaried,63275,540,AP
CU002280,49,Male,Self-Employed,55479,688,AP
CU003367,39,Male,Self Employed,"₹29,484",666,UP
CU000283,47,F,self employed,"₹39,194",619,west bengal
CU001535,43,male,selfemployed,25353,538,Andhra Pradesh
CU003709,57,M,Salaried,54796,536,maharashtra
CU001781,21,f,SALARIED,50943,684,Tamil Nadu
CU003278,45,F,salaried,25805,530,Uttar Pradesh 
CU004252,38,m,self employed,12000,522,DELHI
CU001749,22,male,SALARIED,16928,661,Kerala 
CU004485,49,M,SALARIED,39142,688,Kerala 
CU001041,26,M,selfemployed,"₹39,944",681,KARNATAKA
CU000472,40,female,N/A,19796,624,TELANGANA
CU003500,28,N/A,Self-Employed,78474,811,Tamilnadu
CU001993,27,m,Self-Employed,45891,779,WB
CU004360,25,M,Self Employed,"₹70,791",608,Tamil Nadu
CU000012,21,MALE,Self Employed,31461,735,Kerala
CU003972,54,M,Self-Employed,80678,679,Uttar Pradesh 
CU002160,48,male,Salaried ,28312,658,West Bengal
CU001681,35,f,salaried,20285,694,kerala
CU002584,42,MALE,salaried,40253,772,Maharastra
CU000886,35,M,SELF-EMPLOYED,25981,708,TamilNadu
CU001974,54,female,Salaried ,72511,643,gujarat
CU003021,28,Male,self employed,40894,666,KARNATAKA
CU003065,59,m,Self Employed,24905,601,Tamil Nadu
CU004062,53,male,Salaried ,60430,679,karnataka
CU001643,45,male,Self-Employed,71982,681,West Bengal
CU004288,28,male,SELF-EMPLOYED,61642,unknown,karnataka
CU000947,57,male,SALARIED,65502,675,KERALA
CU002165,21,Female,salaried,-,758,karnataka
CU003177,31,M,Salaried ,-,698,Gujarat
CU001728,42,male,self employed,67419,752,Maharastra
CU001027,44,male,self employed,56559,unknown,telangana
CU002120,42,m,Salaried,-,unknown,kerala
CU002887,21,M,SELF-EMPLOYED,63421,524,TamilNadu
CU000544,21,M,Salaried,35137,809,West Bengal
CU000224,39,male,selfemployed,39852,unknown,TELANGANA
CU001638,35,m,salaried,64707,537,UP
CU004082,40,F,SELF-EMPLOYED,48212,678,Andhra Pradesh 
CU004113,43,M,SELF-EMPLOYED,78254,769,GJ
CU001403,26,MALE,SELF-EMPLOYED,-,630,Karnatka
CU000771,44,MALE,salaried,28751,709,Gujarat
CU002395,24,MALE,Salaried ,49828,709,Uttar Pradesh
CU003887,45,m,SELF-EMPLOYED,74852,761,Delhi
CU000181,53,Male,Salaried ,34542,558,Uttar Pradesh 
CU002907,42,Male,Self-Employed,92691,770,WestBengal
CU000126,27,M,Salaried,-,830,UP
CU000731,42,M,SALARIED,46543,687,DELHI
CU000617,50,Male,SELF-EMPLOYED,"₹43,759",526,TELANGANA
CU001784,47,male,Salaried,89129,687,Tamil Nadu
CU001323,47,Male,Self-Employed,69369,689,west bengal
CU001136,34,FEMALE,Salaried ,"₹38,384",634,Maharashtra
CU000035,40,Male,SALARIED,51928,706,GJ
CU002534,31,m,SALARIED,"₹74,878",650,Tamil Nadu
CU000540,35,Male,Salaried,29280,555,karnataka
CU002175,52,M,Salaried ,48829,787,KERALA
CU004246,35,male,salaried,17516,672,UP
CU001399,34,Female,Salaried ,55085,672,KARNATAKA
CU000290,50,male,Salaried,40731,814,tamil nadu
CU001989,44,male,Self-Employed,"₹49,643",653,WestBengal
CU001522,37,male,Salaried ,83240,784,Karnataka
CU003113,53,Male,self employed,55228,746,KERALA
CU000976,42,FEMALE,self employed,51463,795,TN
CU003027,26,MALE,salaried,-,804,Karnataka
CU002009,-1,Male,Self Employed,20746,678,UP
CU000509,42,FEMALE,salaried,"₹78,489",581,New Delhi
CU001232,41,f,Salaried,30190,757,uttar pradesh
CU001685,40,male,SELF-EMPLOYED,"₹57,303",unknown,tamil nadu
CU004076,41,M,salaried,75244,676,TELANGANA
CU000042,42,Female,Self-Employed,40530,744,WestBengal
CU004377,46,f,Salaried ,63049,765,Andhra Pradesh 
CU003670,50,MALE,SALARIED,"₹51,395",671,AP
CU000233,33,FEMALE,salaried,51930,686,Gujrat
CU002941,59,M,Self-Employed,32503,809,Tamil Nadu
CU004429,30,male,Salaried ,12000,667,UP
CU002709,28,F,SELF-EMPLOYED,14184,570,New Delhi
CU002014,35,M,SALARIED,57221,611,TELANGANA
CU001667,37,M,N/A,54655,unknown,GJ
CU000883,47,M,Salaried,36697,670,West Bengal
CU004264,32,female,Salaried ,62103,720,Tamilnadu
CU002157,48,female,N/A,73280,615,Andhra Pradesh 
CU004167,48,Female,Salaried,50697,794,GJ
CU000877,33,m,Salaried,58923,875,Karnataka
CU000336,22,female,self employed,55272,632,delhi
CU001392,33,m,Salaried,67377,794,Karnatka
CU002802,26,m,Self-Employed,88144,683,karnataka
CU000507,44,m,SELF-EMPLOYED,53431,629,tamil nadu
CU004072,32,MALE,Salaried,44106,645,Maharastra
CU001587,37,FEMALE,Salaried ,60399,857,gujarat
CU003629,37,f,selfemployed,31281,722,andhra pradesh
