loan_id,month_number,due_date,emi_due,emi_paid,payment_date,days_late
LN001492,1,2022-07-20,4081.33,4081.33,2022-07-20,0
LN000520,6,2022-08-23,5009.49,5009.49,2022-08-23,0
LN002804,11,2024-02-29,3799.17,3799.17,2024-02-29,0
LN000799,4,2022-12-14,2715.47,1610.11,2022-12-30,16
LN004460,2,2022-04-10,2694.52,2694.52,2022-04-10,0
LN000344,2,2022-07-14,5697.88,5697.88,2022-07-22,8
LN000713,2,2024-01-08,5832.97,5832.97,2024-01-08,0
LN000765,23,2024-06-09,8269.96,8269.96,2024-06-09,0
LN000864,13,2023-05-16,5515.5,5515.5,2023-05-16,0
LN001304,3,2022-08-19,4297.44,4297.44,2022-08-19,0
LN002865,8,2023-10-27,4947.74,4947.74,2023-10-30,3
LN003764,20,2023-06-09,2204.31,2204.31,2023-09-06,89
LN001959,1,2021-07-30,7379.62,7379.62,2021-07-30,0
LN001354,27,2023-12-30,5809.02,5809.02,2023-12-30,0
LN003132,9,2021-12-16,7645.76,7645.76,2021-12-16,0
LN001961,22,2023-02-21,5369.76,5369.76,2023-03-20,27
LN000307,12,2023-07-20,5258.5,5258.5,2023-07-20,0
LN004361,22,2023-01-22,3332.9,3332.9,2023-01-22,0
LN004772,5,2023-02-05,5763.24,5763.24,2023-02-05,0
LN002752,11,2023-04-20,1758.58,1758.58,2023-04-20,0
LN004756,29,2023-07-09,2861.64,2861.64,2023-09-07,60
LN004755,13,2023-01-25,3469.95,3469.95,2023-01-25,0
LN004815,5,2022-03-22,4910.61,4910.61,2022-03-22,0
LN000435,3,2022-06-19,5575.9,5575.9,2022-06-19,0
LN002006,33,2023-11-23,2667.42,2667.42,2023-11-23,0
LN001281,14,2023-09-25,2110.42,2110.42,2023-09-29,4
LN003357,17,2024-06-07,5217.44,5217.44,2024-06-07,0
LN002234,7,2023-12-26,19859.87,19859.87,2023-12-26,0
LN002852,10,2024-01-04,2662.57,2662.57,2024-01-04,0
LN002957,6,2022-03-18,5496.01,5496.01,2022-03-18,0
LN003089,6,2022-01-18,1303.97,1303.97,2022-01-18,0
LN003133,5,2022-05-09,4910.56,4910.56,2022-05-09,0
LN000771,9,2022-07-11,7358.69,7358.69,2022-07-11,0
LN000279,10,2024-06-17,3547.43,3547.43,2024-06-17,0
LN000386,1,2023-01-18,14283.69,14283.69,2023-10-02,257
LN003312,2,2023-08-20,4378.5,4378.5,2023-08-20,0
LN001668,5,2021-07-17,4824.31,3813.71,2021-09-12,57
LN001389,24,2023-03-02,2411.78,2411.78,2023-03-02,0
LN000180,13,2022-05-26,6986.33,6986.33,2022-05-26,0
LN003293,17,2023-03-22,6704.99,6704.99,2023-03-22,0
LN004624,21,2024-07-21,3462.47,3462.47,2024-07-21,0
LN003697,17,2023-11-23,9049.77,9049.77,2023-11-23,0
LN004080,18,2024-07-09,5039.25,5039.25,2024-07-25,16
LN002534,5,2023-03-25,3544.84,3544.84,2023-03-25,0
LN003135,6,2024-02-06,6219.53,6219.53,2024-02-06,0
LN000584,5,2021-06-29,8587.99,8587.99,2021-07-13,14
LN000053,3,2023-12-03,6466.85,6466.85,2023-12-03,0
LN002043,16,2023-05-18,4832.83,4832.83,2023-05-18,0
LN003969,24,2023-03-18,3975.6,3975.6,2023-03-18,0
LN000399,35,2023-12-19,6163.97,6163.97,2023-12-19,0
LN000310,8,2023-06-18,3935.67,3935.67,2023-06-18,0
LN003754,4,2021-09-27,12899.17,12899.17,2021-09-27,0
LN004079,21,2022-12-23,6429.32,6429.32,2022-12-23,0
LN001281,11,2023-06-27,2110.42,2110.42,2023-06-27,0
LN002619,20,2023-06-23,5063.48,5063.48,2023-06-23,0
LN000927,11,2023-03-01,1948.5,1948.5,2023-03-01,0
LN000847,11,2022-12-26,1770.85,1770.85,2022-12-26,0
LN004485,15,2022-05-27,18595.93,18595.93,2022-05-27,0
LN004601,24,2023-05-07,1748.31,1748.31,2023-07-05,59
LN002746,4,2023-11-07,3051.56,3051.56,2023-11-07,0
LN000262,7,2024-05-10,5222.94,5222.94,2024-05-10,0
LN003907,20,2024-02-23,6676.08,6676.08,2024-02-28,5
LN001822,2,2021-03-18,6390.82,6390.82,2021-03-18,0
LN000025,9,2024-05-24,2675.75,2675.75,2024-05-24,0
LN004281,10,2024-02-16,34492.41,34492.41,2024-02-16,0
LN004319,27,2024-07-05,4537.71,4537.71,2024-07-20,15
LN002426,28,2024-05-18,2521.68,2521.68,2024-05-18,0
LN002493,7,2022-06-11,13334.72,13334.72,2022-06-11,0
LN000928,20,2023-11-18,1792.35,1792.35,2023-11-18,0
LN002093,6,2021-10-03,1543.17,1543.17,2021-10-03,0
LN003567,18,2022-08-19,1895.98,1895.98,2022-08-19,0
LN004225,9,2022-09-26,2812.7,2812.7,2022-09-26,0
LN001114,25,2023-03-03,3376.2,3376.2,2023-03-03,0
LN004791,21,2024-03-20,4221.91,4221.91,2024-03-20,0
LN001492,2,2022-08-19,4081.33,4081.33,2022-08-19,0
LN001787,30,2023-12-29,2791.58,2791.58,2024-02-20,53
LN003844,19,2024-02-20,6289.81,6289.81,2024-04-04,44
LN002374,7,2024-05-16,8480.99,8480.99,2024-05-21,5
LN000542,4,2024-03-03,8382.23,8382.23,2024-03-03,0
LN003997,11,2022-07-10,3371.46,3371.46,2022-07-10,0
LN000012,7,2022-03-21,14945.36,14945.36,2022-03-21,0
LN004980,4,2021-06-18,16069.97,16069.97,2021-06-18,0
LN001244,35,2024-01-11,4909.99,4909.99,2024-04-13,93
LN003160,10,2023-03-29,2925.2,2925.2,2023-03-29,0
LN002495,20,2023-05-18,3724.2,3724.2,2023-05-18,0
LN003994,12,2022-11-25,3128.37,3128.37,2022-11-25,0
LN000173,21,2023-07-12,2917.41,2917.41,2023-08-01,20
LN003833,23,2023-12-08,8715.97,8715.97,2023-12-08,0
LN002977,9,2022-07-26,8876.74,8876.74,2022-07-26,0
LN000422,9,2024-02-24,9531.8,9531.8,2024-02-24,0
LN004925,19,2024-07-02,6032.36,6032.36,2024-07-02,0
LN004462,25,2023-09-18,12757.76,12757.76,2023-09-18,0
LN000165,3,2021-12-02,3894.99,3894.99,2021-12-02,0
LN001128,2,2023-12-21,2014.87,2014.87,2023-12-21,0
LN003044,33,2024-06-26,1751.72,1751.72,2024-07-25,29
LN000720,14,2024-03-29,2121.65,2121.65,2024-03-29,0
LN003443,16,2024-03-04,7978.6,7978.6,2024-03-04,0
LN003557,18,2023-02-11,4243,4243,2023-11-02,264
LN000543,9,2023-05-08,8805,8805,2023-05-08,0
LN000392,9,2023-07-04,2826.75,2826.75,2023-07-06,2
LN003589,33,2024-02-08,4757.82,4757.82,2024-02-08,0
LN001493,13,2024-06-11,3932.92,3932.92,2024-06-11,0
LN000326,8,2022-10-11,8219.29,8219.29,2022-11-06,26
LN004587,1,2024-05-25,7356.64,7356.64,2024-05-25,0
LN004153,17,2024-02-11,6586.1,6586.1,2024-02-11,0
LN004427,8,2022-05-09,2149.29,2149.29,2022-05-25,16
LN000732,12,2022-11-22,6257.59,6257.59,2022-11-22,0
LN000872,3,2022-09-28,7686.72,6788.39,2022-11-14,47
LN004876,8,2022-06-06,12023.3,12023.3,2022-06-06,0
LN001622,10,2022-09-13,4094.34,4094.34,2022-09-13,0
LN002442,9,2023-01-25,1718,1718,2023-01-25,0
LN000890,14,2024-06-15,2364.96,2364.96,2024-06-15,0
LN000429,1,2023-07-10,2168.78,2168.78,2023-10-07,89
LN004811,4,2023-08-31,10031.03,10031.03,2023-08-31,0
LN000928,21,2023-12-18,1792.35,1792.35,2023-12-18,0
LN000616,30,2024-07-18,10757.22,10757.22,2024-07-18,0
LN002775,5,2022-09-28,2687.99,2687.99,2022-09-28,0
LN002862,23,2024-03-04,1588.33,1588.33,2024-03-04,0
LN003006,2,2022-02-03,2922.61,2922.61,2022-03-02,27
LN002975,8,2023-12-24,7238.27,7238.27,2024-01-02,9
LN003998,3,2022-05-31,2073.57,2073.57,2022-05-31,0
LN000180,4,2021-08-29,6986.33,6986.33,2021-09-17,19
LN004829,22,2022-10-23,5046.92,5046.92,2022-10-23,0
LN004803,6,2024-04-24,7108.74,7108.74,2024-04-24,0
LN001794,16,2022-06-30,15919.5,15919.5,2022-06-30,0
LN002611,6,2023-02-09,4026.9,4026.9,2023-02-09,0
LN003867,15,2022-07-09,4674.9,4674.9,2022-09-09,62
LN002687,9,2023-02-20,11178.15,11178.15,2023-02-20,0
LN001024,18,2023-02-07,4734.96,4734.96,2023-02-07,0
LN002043,21,2023-10-15,4832.83,4832.83,2023-10-28,13
LN003205,6,2021-09-23,7996.21,7996.21,2021-09-23,0
LN000046,21,2022-09-29,10458.75,10458.75,2022-09-29,0
LN004399,14,2022-10-23,5521.11,5521.11,2022-10-23,0
LN000899,15,2022-09-13,2888.21,2888.21,2022-09-13,0
LN000558,12,2023-08-25,5742.95,5742.95,2023-08-25,0
LN002183,9,2023-12-18,6217.22,6217.22,2023-12-18,0
LN001057,7,2021-09-14,19553.72,19553.72,2021-09-14,0
LN002450,26,2023-10-17,6200.34,6200.34,2023-10-17,0
LN002822,26,2023-07-20,3856.81,3856.81,2023-08-22,33
LN003699,19,2023-09-23,13616.32,13616.32,2023-09-27,4
LN004079,6,2021-09-29,6429.32,6429.32,2021-09-29,0
LN000700,12,2023-06-26,16194.46,16194.46,2023-06-26,0
LN003556,13,2022-05-22,1442.5,1442.5,2022-05-22,0
LN000574,11,2022-04-11,4157.7,4157.7,2022-11-04,207
LN002815,20,2023-06-16,3044.22,3044.22,2023-06-16,0
LN003974,2,2022-06-02,4789.06,4789.06,2022-06-02,0
LN000296,3,2022-11-05,6559.11,6559.11,2022-11-05,0
LN001593,9,2024-07-22,3629.79,3629.79,2024-07-22,0
LN001353,32,2024-06-25,4346.68,4346.68,2024-06-25,0
LN000529,10,2023-05-06,2547.47,2547.47,2023-07-05,60
LN004740,24,2023-10-14,2285.7,2285.7,2023-10-14,0
LN001826,21,2023-10-22,8517.29,8517.29,2023-10-29,7
LN001084,2,2021-06-29,2242.06,2242.06,2021-06-29,0
LN000265,14,2022-08-20,5373.75,5373.75,2022-08-20,0
LN001131,4,2023-04-09,6405.47,6405.47,2023-09-04,148
LN002060,25,2023-04-28,856.79,856.79,2023-04-28,0
LN002835,25,2024-03-28,1818.61,1818.61,2024-03-28,0
LN002613,3,2021-12-14,13773.93,13773.93,2021-12-28,14
LN002345,28,2023-01-12,3837.75,3837.75,2023-12-01,323
LN000292,24,2024-06-07,12774.14,12774.14,2024-06-07,0
LN002568,1,2024-01-07,4061.42,4061.42,2024-07-01,176
LN002113,16,2023-06-18,7214.15,7214.15,2023-06-18,0
LN004522,18,2022-08-25,7489.25,6186.15,2022-12-31,128
LN004657,6,2023-02-02,10822.54,10822.54,2023-02-02,0
LN003446,35,2024-04-28,3378.03,3378.03,2024-04-28,0
LN001137,38,2024-06-13,2800.32,2800.32,2024-06-13,0
LN001571,4,2023-06-29,2264.24,2264.24,2023-06-29,0
LN004354,3,2023-11-02,4513.93,4513.93,2023-11-02,0
LN002637,4,2023-12-09,10279.58,10279.58,2023-12-09,0
LN001653,20,2023-03-17,12918.26,12918.26,2023-03-28,11
LN002082,26,2024-02-04,2149.26,2149.26,2024-02-04,0
LN002569,24,2023-02-16,6860.86,6860.86,2023-02-16,0
LN000017,11,2023-07-09,5853.9,5853.9,2023-07-16,7
LN003947,14,2023-08-22,5040.35,5040.35,2023-08-24,2
LN001571,12,2024-02-24,2264.24,2264.24,2024-02-24,0
LN002704,29,2023-09-10,4158.52,4158.52,2023-09-10,0
LN000451,31,2023-11-30,6467.34,6467.34,2023-11-30,0
LN003035,36,2024-03-06,13475.29,13475.29,2024-03-06,0
LN003319,13,2023-05-01,4782.52,4782.52,2023-05-01,0
LN003702,7,2024-02-08,4301.94,4301.94,2024-02-26,18
LN001121,10,2022-10-25,5612.51,5612.51,2022-10-25,0
LN000009,7,2024-01-26,15583.11,15583.11,2024-01-26,0
LN000433,16,2022-06-17,2531.48,2531.48,2022-06-17,0
LN002076,29,2024-02-16,3739.85,3739.85,2024-02-16,0
LN000034,16,2023-07-18,1748.37,1748.37,2023-07-18,0
LN002451,15,2024-01-03,3079.38,3079.38,2024-03-01,58
LN003976,38,2024-04-08,3015.49,3015.49,2024-04-10,2
LN003022,9,2024-02-16,3819.44,3819.44,2024-02-16,0
LN002669,28,2024-05-15,2467.22,2467.22,2024-05-15,0
LN003119,20,2024-06-21,10622.43,10622.43,2024-06-21,0
LN002349,28,2023-05-28,4105.88,4105.88,2023-05-28,0
LN004007,6,2021-07-14,6172.13,6172.13,2021-08-18,35
LN000666,2,2024-06-21,4639.93,4639.93,2024-06-21,0
LN001812,22,2024-06-08,1089.85,1089.85,2024-06-08,0
LN002224,19,2022-07-30,15115.68,15115.68,2022-07-30,0
LN004207,16,2023-11-14,9065.22,9065.22,2023-11-24,10
LN003493,7,2022-02-27,6122.77,6122.77,2022-05-10,72
LN003159,10,2023-05-17,9311.84,9311.84,2023-05-17,0
LN001380,22,2024-05-25,4507.79,4507.79,2024-05-25,0
LN001924,1,2023-08-30,3837.3,3837.3,2023-08-30,0
LN000202,9,2023-03-07,6951.63,6951.63,2023-07-03,118
LN001738,17,2023-04-21,2508.98,2508.98,2023-04-21,0
LN002648,14,2023-02-20,5552.35,5552.35,2023-03-05,13
LN000919,19,2022-08-17,2887.86,2887.86,2022-09-29,43
LN002096,5,2022-11-02,2922.69,2922.69,2022-11-02,0
LN002380,4,2022-08-07,1594.33,1594.33,2022-08-07,0
LN002919,20,2023-03-01,1857.99,1857.99,2023-03-01,0
LN004715,12,2023-09-14,5264.01,5264.01,2023-09-14,0
LN000099,28,2023-12-18,3196.61,3196.61,2023-12-18,0
LN002749,10,2023-07-13,4473.03,4473.03,2023-07-13,0
LN001633,7,2021-11-11,3945.36,3945.36,2021-11-11,0
LN000045,11,2022-04-05,4750.91,4750.91,2022-05-04,29
LN002803,11,2023-10-17,4745.83,4745.83,2023-10-17,0
LN001737,1,2024-06-13,5419.92,5419.92,2024-06-13,0
LN003196,6,2022-02-28,2148.47,2148.47,2022-02-28,0
LN003323,11,2024-03-20,5900.95,5900.95,2024-03-20,0
LN001439,5,2022-09-26,9780.55,9780.55,2022-09-26,0
LN000100,10,2022-02-25,10803.27,10803.27,2022-04-06,40
LN001840,9,2023-01-15,6772.08,6772.08,2023-01-15,0
LN004288,16,2024-06-22,7426.17,7426.17,2024-06-22,0
LN000510,12,2023-05-26,3653.58,3653.58,2023-06-03,8
LN003206,31,2023-10-11,2291.73,2291.73,2023-10-27,16
LN000375,5,2023-10-29,4250.16,4250.16,2023-12-26,58
LN003410,1,2024-05-05,5534.89,5534.89,2024-05-05,0
LN003985,4,2022-05-24,3111.79,3111.79,2022-05-24,0
LN000427,23,2022-06-12,4048.84,4048.84,2022-12-28,199
LN001422,6,2021-11-27,6094.78,6094.78,2021-11-27,0
LN003123,17,2022-12-31,3423.98,3423.98,2022-12-31,0
LN001761,12,2022-08-19,1408.26,1408.26,2022-08-19,0
LN004561,12,2022-04-16,2542.5,2542.5,2022-04-16,0
LN001540,18,2024-02-29,5311.28,5311.28,2024-02-29,0
LN000097,19,2022-07-09,4921.9,4921.9,2022-09-07,60
LN000637,1,2024-05-04,8363.62,8363.62,2024-05-04,0
LN000328,7,2022-02-12,3841.59,3841.59,2022-12-02,293
LN000027,4,2023-10-21,4046.84,4046.84,2023-10-21,0
LN001989,2,2023-04-26,5461.51,5461.51,2023-04-26,0
LN002651,1,2023-07-06,8903.76,8903.76,2023-07-06,0
LN002615,2,2022-05-28,15467.37,15467.37,2022-05-28,0
LN001501,5,2023-07-19,3932.27,3932.27,2023-07-19,0
LN000435,6,2022-09-17,5575.9,5575.9,2022-09-17,0
LN000392,4,2023-02-04,2826.75,2826.75,2023-02-16,12
LN001634,20,2022-09-05,2019.42,2019.42,2022-09-05,0
LN002248,27,2023-03-27,5520.47,5520.47,2023-03-27,0
LN002634,13,2024-01-18,3234.49,3234.49,2024-01-18,0
LN000222,12,2023-01-19,8111.65,8111.65,2023-01-19,0
LN000400,1,2023-01-24,8937.91,8937.91,2023-01-24,0
LN004294,11,2022-08-19,5905.69,5905.69,2022-08-19,0
LN003514,21,2023-01-22,3706.93,3706.93,2023-01-22,0
LN002808,15,2023-11-18,8234.26,8234.26,2023-11-18,0
LN002620,1,2021-09-10,2494.3,2494.3,2021-09-10,0
LN002727,15,2023-02-18,1953.01,1953.01,2023-02-18,0
LN000064,10,2023-12-31,5737.61,5737.61,2024-01-24,24
LN004475,20,2024-03-25,7241.15,7241.15,2024-03-25,0
LN002364,3,2022-05-06,2565.83,2565.83,2022-05-14,8
LN000501,15,2023-11-24,9576.81,9576.81,2023-11-24,0
LN001760,27,2024-04-11,6474.78,6474.78,2024-04-11,0
LN000859,30,2024-06-10,2327.76,2327.76,2024-06-10,0
LN003959,26,2024-04-29,5627.55,5627.55,2024-04-29,0
LN004764,29,2024-02-26,2031.29,2031.29,2024-03-16,19
LN000560,3,2023-07-12,14103.58,14103.58,2023-07-12,0
LN004415,5,2023-04-01,3476.98,3476.98,2023-04-01,0
LN000935,9,2022-10-31,4834.63,4834.63,2022-11-12,12
LN003136,16,2022-08-28,2472.14,2472.14,2022-09-18,21
LN002549,2,2022-01-08,1835.35,607.09,2022-08-28,232
LN003290,2,2024-03-23,19792.49,19792.49,2024-03-23,0
LN003998,4,2022-06-30,2073.57,2073.57,2022-06-30,0
LN004431,2,2023-01-24,5527.24,5527.24,2023-01-24,0
LN004512,5,2023-12-08,3040.74,3040.74,2023-12-12,4
LN004213,16,2022-10-23,9789.77,9789.77,2022-10-23,0
LN002773,9,2022-11-29,5209.24,5209.24,2022-11-29,0
LN002228,5,2023-12-21,8242.85,8242.85,2023-12-21,0
LN004930,23,2024-01-01,7762.64,7762.64,2024-01-01,0
LN002291,1,2024-06-30,5239.04,5239.04,2024-06-30,0
LN004765,1,2021-07-19,9693.66,9693.66,2021-07-19,0
LN001243,17,2022-10-10,2840.15,2840.15,2022-11-02,23
LN000563,38,2024-06-24,3893.01,3893.01,2024-06-24,0
LN003418,14,2023-04-10,2795.82,2795.82,2023-10-04,177
LN003498,19,2024-06-27,2491.19,2491.19,2024-06-27,0
LN002749,2,2022-11-15,4473.03,4473.03,2022-11-15,0
LN000128,15,2023-02-22,5262.43,5262.43,2023-02-22,0
LN001826,9,2022-10-27,8517.29,8517.29,2022-10-27,0
LN003374,2,2023-07-18,4788.2,4788.2,2023-07-18,0
LN000437,6,2022-08-09,3478.87,3478.87,2022-09-08,30
LN001454,32,2024-03-23,1981.94,1981.94,2024-03-23,0
LN001637,17,2023-08-05,3426.5,3426.5,2023-08-05,0
LN004460,16,2023-06-04,2694.52,2694.52,2023-06-04,0
LN002073,4,2023-06-23,3103.87,3103.87,2023-06-23,0
LN001900,5,2023-09-15,6606.1,6606.1,2023-09-26,11
LN002775,20,2023-12-22,2687.99,2687.99,2023-12-22,0
LN002644,22,2024-06-30,1629.34,1629.34,2024-06-30,0
LN000897,6,2021-12-05,2997.63,2997.63,2021-12-05,0
LN000134,4,2023-06-11,3321.41,3321.41,2023-11-06,148
LN001385,18,2024-03-21,6641.34,6641.34,2024-03-21,0
LN003043,20,2022-10-09,4015.57,4015.57,2022-10-09,0
LN001444,16,2023-05-07,7016.83,7016.83,2023-05-07,0
LN001729,20,2023-07-11,7033.64,7033.64,2023-11-07,119
LN003344,15,2023-03-01,9480.81,9480.81,2023-03-01,0
LN004809,4,2023-06-27,7268.05,7268.05,2023-06-27,0
LN004480,21,2023-12-06,2990.96,2990.96,2023-12-18,12
LN002603,23,2022-12-30,3476.74,3476.74,2023-01-20,21
LN000737,18,2024-01-06,8695.74,8695.74,2024-01-06,0
LN000143,16,2022-08-15,3672.23,3672.23,2022-08-15,0
LN000959,1,2023-06-21,6082.6,6082.6,2023-07-04,13
LN004947,27,2023-10-27,4864.87,4864.87,2023-10-27,0
LN004529,18,2024-01-04,8746.47,8746.47,2024-02-04,31
LN000624,3,2023-07-28,4028.01,4028.01,2023-07-28,0
LN000680,18,2023-01-16,15652.41,15652.41,2023-01-16,0
LN001617,3,2023-10-13,4803.64,4803.64,2023-10-13,0
LN001801,39,2024-05-13,5960.41,5960.41,2024-05-13,0
LN004711,1,2021-01-11,3150.7,3150.7,2021-01-11,0
LN003903,5,2023-05-19,4186.77,4186.77,2023-06-18,30
LN004113,37,2024-02-16,2102.77,2102.77,2024-02-16,0
LN000352,19,2024-04-01,2119.29,2119.29,2024-04-01,0
LN001093,9,2022-10-10,13401.15,13401.15,2022-10-10,0
LN002305,16,2024-04-17,5465.95,5465.95,2024-04-24,7
LN000884,4,2022-12-31,8678.3,8678.3,2022-12-31,0
LN003236,10,2022-08-15,9509.63,9509.63,2022-08-15,0
LN002265,8,2023-05-23,9126.72,9126.72,2023-05-23,0
LN004783,7,2024-02-08,1907.13,1907.13,2024-06-03,116
LN001292,2,2021-10-19,6982.61,6982.61,2021-10-19,0
LN004290,3,2023-09-24,3057.18,3057.18,2023-09-29,5
LN004303,1,2024-11-01,4325.27,4325.27,2024-11-01,0
LN003367,8,2024-02-09,2405.41,2405.41,2024-02-14,5
LN002517,20,2023-05-01,22573.83,22573.83,2023-05-01,0
LN002766,24,2023-01-16,3680.05,3680.05,2023-01-16,0
LN004223,6,2022-07-31,10511.7,10511.7,2022-07-31,0
LN003523,7,2021-10-16,4833.1,4833.1,2021-10-25,9
LN002145,26,2023-12-22,3888.02,3888.02,2023-12-22,0
LN002221,24,2024-03-11,7849.19,7849.19,2024-03-16,5
LN000673,17,2024-03-27,4220.3,4220.3,2024-03-27,0
LN000284,16,2023-04-01,17135.75,17135.75,2023-04-01,0
LN001547,9,2022-03-08,4600.84,4600.84,2022-03-08,0
LN004877,10,2023-02-11,3256.1,3256.1,2023-11-02,264
LN002876,8,2023-04-12,7667.5,7667.5,2023-04-12,0
LN004394,13,2023-06-11,3019.01,3019.01,2023-06-11,0
LN004465,2,2023-09-10,4799.89,4799.89,2023-09-10,0
LN000329,11,2023-06-14,6673.03,6673.03,2023-06-14,0
LN000171,29,2023-06-02,1964.02,1964.02,2023-06-02,0
LN004080,12,2024-01-11,5039.25,5039.25,2024-01-11,0
LN000325,19,2023-10-23,1542.66,1542.66,2023-11-26,34
LN000396,13,2024-06-10,6758.58,6758.58,2024-06-10,0
LN004479,32,2024-04-26,3994.95,3994.95,2024-04-26,0
LN001329,1,2023-10-18,5055.03,5055.03,2023-10-18,0
LN004930,29,2024-06-29,7762.64,7762.64,2024-06-29,0
LN001756,5,2023-08-11,9183.06,9183.06,2023-08-11,0
LN002299,1,2024-01-19,2906.32,2906.32,2024-01-19,0
LN003643,3,2022-01-17,4546.36,4546.36,2022-01-17,0
LN000256,8,2023-05-20,5342.64,5342.64,2023-05-25,5
LN002192,3,2022-09-03,5555.85,5555.85,2022-09-03,0
LN003165,2,2022-01-11,5426.46,5426.46,2022-11-01,294
LN000665,24,2024-03-15,13271.54,13271.54,2024-04-07,23
LN003677,23,2023-01-24,3862.59,3862.59,2023-01-24,0
LN002136,19,2023-11-27,3190.87,3190.87,2023-11-27,0
LN001137,37,2024-05-14,2800.32,2800.32,2024-05-23,9
LN004877,7,2023-08-04,3256.1,3256.1,2023-08-04,0
LN003180,6,2024-02-09,3668.89,3668.89,2024-02-09,0
LN002396,3,2023-08-11,2909.97,2909.97,2023-11-23,104
LN002631,10,2023-03-08,3306.03,3306.03,2023-03-08,0
LN004801,18,2024-07-21,2706.75,2706.75,2024-07-21,0
LN002368,1,2023-10-17,16426.14,16426.14,2023-10-30,13
LN004711,9,2022-06-29,3150.7,1125.93,2022-07-30,31
LN002192,4,2022-10-03,5555.85,5555.85,2022-10-03,0
LN003016,6,2023-06-09,3898.89,3898.89,2023-06-09,0
LN000177,11,2023-12-12,15398.93,15398.93,2023-12-12,0
LN004901,16,2023-02-16,3593.62,3593.62,2023-02-16,0
LN004662,15,2022-07-13,1957.68,1957.68,2022-07-19,6
LN004056,1,2023-07-02,6614.55,6614.55,2023-07-02,0
LN002495,34,2024-07-11,3724.2,3724.2,2024-07-11,0
LN002651,8,2024-02-01,8903.76,8903.76,2024-02-01,0
LN004056,8,2024-01-28,6614.55,6614.55,2024-01-28,0
LN002494,8,2023-11-23,2645.78,2645.78,2024-02-25,94
LN003953,4,2024-02-28,5734.66,5734.66,2024-02-28,0
LN001452,18,2024-02-11,5485.44,5485.44,2024-02-11,0
LN003682,14,2024-04-11,7230.31,7230.31,2024-04-27,16
LN002142,10,2023-04-04,17212.53,17212.53,2023-04-04,0
LN000022,6,2022-08-30,3390.19,3390.19,2022-08-30,0
LN002672,9,2023-07-23,5634.58,5634.58,2023-07-23,0
LN000273,8,2024-03-04,5484.24,5484.24,2024-03-04,0
LN001519,32,2024-07-09,5785.45,5785.45,2024-07-09,0
LN001043,37,2024-04-08,1114.85,1114.85,2024-04-20,12
LN003939,4,2022-10-23,4375.49,4375.49,2022-10-31,8
LN001352,24,2023-01-26,10812.55,10812.55,2023-01-30,4
LN004214,1,2022-10-21,4468.6,4468.6,2022-10-21,0
LN000029,25,2024-01-09,3503.17,3503.17,2024-01-09,0
LN001554,16,2023-05-06,2492.14,2492.14,2023-05-06,0
LN003127,19,2023-05-13,3433.96,3433.96,2023-05-13,0
LN002076,28,2024-01-17,3739.85,3739.85,2024-01-30,13
LN002590,17,2023-05-25,5701.68,5701.68,2023-05-25,0
LN000875,23,2023-10-14,16409.05,16409.05,2023-10-14,0
LN001805,26,2024-02-04,3613.92,3613.92,2024-02-12,8
LN004314,9,2021-09-30,6758.65,6758.65,2021-11-06,37
LN003322,22,2023-08-29,11670.18,11670.18,2023-08-29,0
LN000893,9,2024-01-21,7269.45,7269.45,2024-01-21,0
LN003812,19,2023-12-30,2508.55,2508.55,2023-12-30,0
LN002148,25,2023-12-24,2909.44,2909.44,2023-12-24,0
LN000298,11,2023-11-09,11081.91,11081.91,2023-11-14,5
LN004730,2,2021-11-04,3306.02,3306.02,2021-11-11,7
LN001165,16,2022-08-26,9909.04,9909.04,2022-08-26,0
LN003985,30,2024-07-12,3111.79,3111.79,2024-12-07,148
LN001090,10,2023-02-05,5125.75,5125.75,2023-05-29,113
LN003212,5,2024-07-28,5770.11,5770.11,2024-07-28,0
LN003442,22,2024-06-25,1929.03,1929.03,2024-07-14,19
LN004124,1,2022-11-06,9264.62,9264.62,2022-11-06,0
LN001781,14,2023-03-16,6163.17,6163.17,2023-03-16,0
LN004740,8,2022-06-21,2285.7,2285.7,2022-06-21,0
LN003318,8,2021-12-26,7448.79,7448.79,2021-12-26,0
LN001365,8,2023-11-19,2299.33,2299.33,2023-11-19,0
LN000297,33,2023-10-13,15217.89,15217.89,2023-10-13,0
LN001439,16,2023-08-22,9780.55,9780.55,2023-08-22,0
LN001500,5,2024-03-11,2644.31,2644.31,2024-03-11,0
LN003715,8,2023-02-02,5464.3,5464.3,2023-02-02,0
LN003400,10,2023-10-02,5486.41,5486.41,2023-10-02,0
LN002494,1,2023-04-27,2645.78,2645.78,2023-05-19,22
LN004987,20,2022-09-15,3215.34,3215.34,2022-09-15,0
LN000712,6,2023-12-16,9732.64,9732.64,2023-12-16,0
LN003079,20,2024-04-03,4439.87,4439.87,2024-04-03,0
LN002966,24,2023-02-02,5461.74,5461.74,2023-02-02,0
LN002195,9,2022-11-19,14572.65,14572.65,2022-11-19,0
LN003876,6,2023-10-03,2812.12,2812.12,2023-10-03,0
LN002523,9,2024-06-15,13590.56,13590.56,2024-06-15,0
LN000838,18,2022-09-09,5695.68,5695.68,2022-09-09,0
LN003611,14,2022-06-23,4326.31,4326.31,2022-06-23,0
LN002490,8,2023-01-27,2508.71,2508.71,2023-01-27,0
