loan_id,customer_id,disbursal_date,loan_amount,tenure_months,interest_rate,emi_amount,vehicle_type,branch,disbursal_date_raw
LN002139,CU000462,2024-03-01,125308,48,13.2,3374.15,"Two wheeler",pune,"01 Mar 2024"
LN000202,CU000414,2022-10-06,142449,24,15.66,6951.63,Car,chennai,06/10/2022
LN001303,CU003603,2021-11-04,247774,48,13.98,6768.3,Tractor,delhi,"04 Nov 2021"
LN003043,CU003680,2021-02-16,158687,48,9.88,4015.57,Car,delhi,02/16/2021
LN004880,CU002054,2021-01-26,108261,36,16.05,3808.81,"Two wheeler",kozhikode,2021-01-26
LN004153,CU003129,2022-09-19,200910,36,11.09,6586.1,"Commercial Vehicle",pune,09/19/2022
LN000205,CU001056,2021-01-23,398195,48,18.1,11717.8,"Commercial Vehicle",hyderabad,23/01/2021
LN004464,CU001811,2022-12-05,177712,60,18.21,4533.04,"Two wheeler",kochi,"05 Dec 2022"
LN001740,CU000905,2022-07-26,262160,24,11.9,12328.54,Tractor,delhi,2022-07-26
LN002050,CU003869,2022-01-31,95679,24,14.77,4628.71,Car,mumbai,01/31/2022
LN002275,CU000363,2021-11-15,184267,48,10.64,4730.33,"Commercial Vehicle",delhi,15/11/2021
LN002191,CU003361,2024-08-02,97608,60,16.27,2387.66,Car,kochi,02/08/2024
LN000772,CU000431,2021-08-14,214835,60,17.72,5422.73,"Two wheeler",delhi,08/14/2021
LN002445,CU003697,2022-11-14,128565,48,15.25,3594.37,Car,ahmedabad,2022-11-14
LN004169,CU000757,2023-09-03,144824,36,13.16,4890.86,"Two wheeler",delhi,2023-09-03
LN002289,CU003055,2023-04-05,94873,36,13.07,3199.85,"Two wheeler",kochi,2023-04-05
LN000967,CU000801,2024-08-04,169673,48,13.58,4600.9,Car,coimbatore,04/08/2024
LN002181,CU001693,2022-12-20,147939,36,11.57,4883.36,Car,kozhikode,2022-12-20
LN000264,CU002865,2021-08-05,137380,12,18.23,12610.04,"Two wheeler",bangalore,05/08/2021
LN002798,CU003132,2023-08-17,126729,36,13.19,4281.61,Tractor,ahmedabad,08/17/2023
LN004705,CU001609,2021-10-06,144288,36,12.4,4820.04,"Two wheeler",ahmedabad,2021-10-06
LN000640,CU002572,2022-10-05,107866,36,9.81,3470.92,"Two wheeler",bangalore,"05 Oct 2022"
LN004959,CU004227,2021-06-14,81592,48,14.17,2236.59,Car,ahmedabad,"14 Jun 2021"
LN000875,CU003039,2021-11-23,461083,36,16.87,16409.05,"Commercial Vehicle",mumbai,2021-11-23
LN001299,CU004394,2022-03-01,155305,24,16.99,7677.88,"Two wheeler",pune,01/03/2022
LN000949,CU001234,2023-12-21,154166,24,10.56,7153.89,"Commercial Vehicle",delhi,2023-12-21
LN004991,CU001679,2022-09-21,193629,60,17.04,4816.34,Car,mumbai,21/09/2022
LN001835,CU001438,2021-03-14,148303,24,16.77,7316.06,Car,coimbatore,2021-03-14
LN001498,CU000754,2022-07-22,50915,36,10.47,1654.14,"Two wheeler",mumbai,22/07/2022
LN001140,CU003087,2021-10-27,40000,36,10.31,1296.52,Car,chennai,"27 Oct 2021"
LN002521,CU003398,2022-03-04,144246,48,11.05,3731.62,"Two wheeler",kolkata,2022-03-04
LN001448,CU003253,2021-06-25,147831,48,16.72,4244.28,Car,hyderabad,25/06/2021
LN000287,CU002096,2021-03-17,120458,36,12.11,4007.26,"Two wheeler",kolkata,2021-03-17
LN003269,CU004248,2021-02-22,157726,60,16.58,3884.37,"Two wheeler",thrissur,02/22/2021
LN002733,CU001583,2023-07-28,493115,12,11.12,43609.93,"Commercial Vehicle",bangalore,2023-07-28
LN004632,CU000342,2023-05-23,113053,36,16.64,4010.42,"Commercial Vehicle",kolkata,05/23/2023
LN003682,CU002209,2023-02-16,154453,24,11.44,7230.31,"Two wheeler",pune,"16 Feb 2023"
LN001479,CU001608,2021-06-02,168845,24,16.82,8333.48,Car,thrissur,02/06/2021
LN004689,CU003020,2023-08-15,305112,24,17.47,15154.42,Tractor,kochi,08/15/2023
LN003702,CU002662,2023-07-13,149195,48,16.96,4301.94,"Two wheeler",kochi,13/07/2023
LN001078,CU001914,2023-07-16,153083,48,16.49,4376.93,Car,mumbai,"16 Jul 2023"
LN002417,CU001335,2021-06-16,246025,12,12.75,21945.44,Car,mumbai,"16 Jun 2021"
LN003858,CU000247,2022-10-24,125915,48,17.13,3641.76,"Two wheeler",bangalore,10/24/2022
LN001379,CU001987,2023-01-11,101813,24,18.48,5106.57,"Commercial Vehicle",hyderabad,11/01/2023
LN004303,CU003949,2023-12-12,155159,48,15.09,4325.27,"Commercial Vehicle",kochi,2023-12-12
LN003531,CU002997,2024-05-30,84887,36,12.66,2846.3,"Two wheeler",hyderabad,2024-05-30
LN004709,CU004022,2023-10-13,154061,24,16.1,7550.67,"Commercial Vehicle",kochi,"13 Oct 2023"
LN002638,CU001936,2023-04-05,87220,24,12.41,4122.47,Car,pune,2023-04-05
LN003571,CU002478,2023-04-13,40000,24,12.59,1893.98,Car,kochi,04/13/2023
LN002385,CU000683,2023-04-02,210383,24,17.22,10424.06,"Two wheeler",kochi,2023-04-02
LN004946,CU003365,2023-10-17,222257,36,15.16,7722.04,"Commercial Vehicle",mumbai,2023-10-17
LN001886,CU000216,2022-03-17,158525,12,17.08,14464.25,"Two wheeler",delhi,03/17/2022
LN003215,CU000244,2023-06-16,266336,36,16.38,9413.63,Car,kozhikode,06/16/2023
LN000820,CU001622,2022-05-16,416801,24,14.88,20185.53,"Two wheeler",kozhikode,05/16/2022
LN004400,CU002927,2022-03-17,114168,36,13.3,3863.29,"Two wheeler",thrissur,2022-03-17
LN000849,CU004236,2023-02-15,98061,24,10.46,4545.87,Car,thrissur,2023-02-15
LN003023,CU002910,2023-03-16,218369,24,15.12,10600.44,"Two wheeler",coimbatore,2023-03-16
LN004457,CU004485,2022-09-28,115871,36,17.76,4175.08,"Two wheeler",kolkata,"28 Sep 2022"
LN003521,CU003476,2024-01-31,151764,48,15.18,4237.57,"Two wheeler",kolkata,2024-01-31
LN003068,CU000917,2023-05-02,70923,24,13.35,3383.48,"Two wheeler",kozhikode,02/05/2023
LN000142,CU003677,2021-04-05,92629,12,17.54,8471.96,"Two wheeler",thrissur,2021-04-05
LN001394,CU000198,2024-02-20,118008,36,11.43,3887.51,Car,pune,2024-02-20
LN002878,CU002381,2023-12-04,127299,60,17.04,3166.45,Car,hyderabad,2023-12-04
LN000637,CU003659,2024-04-04,325309,48,10.72,8363.62,"Commercial Vehicle",pune,2024-04-04
LN001723,CU000473,2023-02-25,89946,36,16.08,3165.79,Car,pune,2023-02-25
LN001055,CU001436,2021-06-24,167321,12,18.36,15368.67,"Commercial Vehicle",coimbatore,2021-06-24
LN000249,CU000698,2023-08-29,112283,60,15.76,2716.21,Car,coimbatore,"29 Aug 2023"
LN002610,CU001869,2023-09-06,108081,36,16.84,3844.78,"Two wheeler",hyderabad,"06 Sep 2023"
LN001057,CU001830,2021-02-16,214349,12,17.04,19553.72,"Two wheeler",hyderabad,2021-02-16
LN002725,CU000289,2024-04-25,160090,48,16.86,4607.82,"Two wheeler",hyderabad,2024-04-25
LN004254,CU000220,2023-02-21,208617,36,14.37,7167.58,"Commercial Vehicle",ahmedabad,2023-02-21
LN004824,CU004305,2021-06-07,293317,36,13.45,9946.7,"Two wheeler",kochi,07/06/2021
LN002591,CU003849,2023-07-10,112077,48,16.35,3196.42,"Two wheeler",bangalore,2023-07-10
LN001063,CU003643,2022-05-29,40000,48,14.62,1105.54,"Commercial Vehicle",bangalore,05/29/2022
LN001882,CU003348,2021-07-08,181185,36,14.37,6225.08,"Commercial Vehicle",ahmedabad,08/07/2021
LN000298,CU002552,2022-10-16,231494,24,13.7,11081.91,"Commercial Vehicle",mumbai,16/10/2022
LN002727,CU004394,2021-11-25,71601,48,13.9,1953.01,"Two wheeler",hyderabad,11/25/2021
LN004301,CU001942,2023-06-23,280857,48,11.96,7390.53,"Two wheeler",pune,"23 Jun 2023"
LN001551,CU003286,2023-01-04,107583,48,16.84,3095.41,"Two wheeler",chennai,"04 Jan 2023"
LN004403,CU001643,2021-06-10,230081,24,11.21,10746.02,Car,coimbatore,2021-06-10
LN003830,CU003279,2021-11-23,90872,36,12.58,3043.49,Car,delhi,2021-11-23
LN003410,CU001116,2024-04-05,157014,36,16.19,5534.89,"Two wheeler",kozhikode,"05 Apr 2024"
LN001545,CU002170,2022-04-22,104565,24,13.22,4982.02,"Two wheeler",bangalore,22/04/2022
LN002013,CU001540,2022-11-02,69237,36,12.62,2320.22,"Commercial Vehicle",kolkata,02/11/2022
LN003857,CU001289,2023-06-11,198380,24,10.88,9235.01,Car,mumbai,2023-06-11
LN000957,CU002140,2021-11-16,120072,24,9.83,5531.3,"Two wheeler",kochi,2021-11-16
LN001668,CU000351,2021-02-17,192572,60,17.37,4824.31,Car,pune,17/02/2021
LN000994,CU000017,2021-12-10,88365,36,15.03,3064.5,Car,coimbatore,10/12/2021
LN000452,CU001548,2022-04-12,97645,48,13.61,2649.23,"Commercial Vehicle",chennai,2022-04-12
LN002978,CU000555,2024-03-16,146937,36,12.61,4923.33,"Two wheeler",kozhikode,"16 Mar 2024"
LN004134,CU000059,2022-06-21,194637,36,17.2,6958.73,"Commercial Vehicle",ahmedabad,"21 Jun 2022"
LN003610,CU004254,2023-08-31,151984,36,13.41,5151.01,"Two wheeler",hyderabad,"31 Aug 2023"
LN003979,CU000256,2021-05-21,173566,48,17.05,5012.75,Car,chennai,"21 May 2021"
LN004849,CU000952,2021-07-30,88504,24,11.41,4141.85,"Two wheeler",coimbatore,2021-07-30
LN000481,CU004064,2022-07-08,67177,60,15.26,1607.32,"Two wheeler",kochi,"08 Jul 2022"
LN004573,CU004179,2023-03-06,293688,48,11.28,7630.52,Car,ahmedabad,06/03/2023
LN004602,CU002376,2022-03-18,160613,24,9.64,7384.82,"Two wheeler",pune,"18 Mar 2022"
LN004821,CU002790,2022-06-15,152588,12,12.78,13613,"Two wheeler",ahmedabad,2022-06-15
LN004453,CU003953,2024-05-05,423630,24,15.97,20736.17,"Two wheeler",ahmedabad,05/05/2024
LN000526,CU001638,2022-06-08,232009,36,13.39,7860.95,Car,kolkata,08/06/2022
LN004710,CU000694,2022-07-23,100139,36,15.22,3482.15,Car,coimbatore,"23 Jul 2022"
LN003846,CU002950,2023-09-25,40000,24,18.28,2002.38,"Two wheeler",delhi,2023-09-25
LN000474,CU004576,2023-11-01,94164,48,16.73,2703.97,"Two wheeler",kochi,01/11/2023
LN002875,CU001851,2023-03-23,134956,12,11.53,11961.02,"Two wheeler",kochi,23/03/2023
LN002313,CU001889,2022-12-09,127251,24,18.26,6368.89,Car,thrissur,09/12/2022
LN001839,CU001376,2024-03-13,130911,36,13.65,4452.01,"Two wheeler",pune,13/03/2024
LN003939,CU002012,2022-06-25,173906,60,17.57,4375.49,Car,pune,06/25/2022
LN001081,CU001179,2023-06-29,200779,60,10.19,4284.75,Car,hyderabad,2023-06-29
LN004783,CU003057,2023-07-13,40000,24,13.29,1907.13,"Two wheeler",coimbatore,07/13/2023
LN000725,CU002390,2023-02-27,218060,24,17.12,10793.96,Car,ahmedabad,2023-02-27
LN000351,CU003149,2021-05-31,193592,36,10.44,6286.74,"Commercial Vehicle",kozhikode,"31 May 2021"
LN000766,CU000986,2022-07-16,101679,48,12.67,2711.17,"Two wheeler",mumbai,"16 Jul 2022"
LN000189,CU000134,2022-05-13,104912,24,12.27,4951.81,Car,hyderabad,13/05/2022
LN004514,CU003542,2023-04-08,128432,24,16.01,6289.04,"Commercial Vehicle",bangalore,"08 Apr 2023"
LN003840,CU003652,2021-01-23,176573,36,17.67,6354.34,Car,mumbai,2021-01-23
LN002333,CU000850,2021-07-01,186096,36,11.64,6149.1,Car,chennai,2021-07-01
LN004522,CU002252,2021-03-03,156061,24,13.95,7489.25,Tractor,mumbai,2021-03-03
LN004376,CU003701,2024-09-02,280657,12,16.04,25469.56,Car,delhi,02/09/2024
LN004248,CU000105,2021-06-28,207435,48,12.1,5472.75,"Commercial Vehicle",kochi,06/28/2021
LN002296,CU003769,2024-03-19,109911,24,13.17,5234.15,"Two wheeler",coimbatore,03/19/2024
LN000418,CU003771,2021-09-10,52174,36,9.54,1672.26,Tractor,kolkata,2021-09-10
LN003461,CU000747,2021-10-12,55406,24,17.05,2740.73,"Two wheeler",bangalore,12/10/2021
LN003775,CU000495,2024-12-06,226236,36,9.61,7258.65,Car,hyderabad,06/12/2024
LN002247,CU003364,2024-02-29,71550,36,14.52,2463.52,"Two wheeler",chennai,2024-02-29
LN002547,CU000147,2021-07-20,148495,48,12.81,3969.76,Car,pune,20/07/2021
LN002126,CU002270,2023-07-05,403379,36,10.67,13143.16,"Commercial Vehicle",thrissur,2023-07-05
LN004542,CU003199,2023-05-07,77815,24,13.22,3707.51,"Commercial Vehicle",coimbatore,"07 May 2023"
LN001710,CU003406,2022-06-21,236240,24,16.1,11578.34,Car,ahmedabad,2022-06-21
LN002768,CU000472,2021-10-11,126492,48,10.58,3243.51,"Two wheeler",pune,"11 Oct 2021"
LN001716,CU001896,2021-01-07,180399,36,15.81,6325.38,"Commercial Vehicle",kochi,07/01/2021
LN003364,CU000370,2022-12-30,135005,24,14.37,6505.6,Car,ahmedabad,30/12/2022
LN003526,CU002296,2022-02-09,162320,36,10.53,5278.09,"Two wheeler",pune,2022-02-09
LN003328,CU004067,2024-02-12,212085,36,11.96,7040.21,Car,kozhikode,2024-02-12
LN004996,CU000099,2022-08-22,148720,60,11.45,3267.01,"Two wheeler",thrissur,2022-08-22
LN003313,CU000971,2023-08-24,192132,60,11.9,4264.17,"Two wheeler",kochi,"24 Aug 2023"
LN002658,CU004206,2023-08-19,113902,24,14.52,5496.79,"Two wheeler",delhi,19/08/2023
LN001755,CU001731,2023-12-13,40000,12,17.05,3649.14,Car,kozhikode,2023-12-13
LN003933,CU003578,2022-12-08,121933,36,11.92,4045.26,"Two wheeler",thrissur,2022-12-08
LN002669,CU003067,2022-01-26,108875,60,12.82,2467.22,Car,kozhikode,"26 Jan 2022"
LN004466,CU003660,2022-06-24,199367,60,13.46,4583.3,Tractor,kolkata,2022-06-24
LN002613,CU001134,2021-09-15,275844,24,18.02,13773.93,"Commercial Vehicle",pune,09/15/2021
LN002537,CU000650,2021-11-04,101664,24,14,4881.18,"Commercial Vehicle",kochi,2021-11-04
LN001441,CU002929,2021-02-20,207236,24,15.43,10090.57,Tractor,thrissur,20/02/2021
LN002772,CU004156,2021-03-16,253934,24,11.09,11845.93,Car,coimbatore,2021-03-16
LN001382,CU001702,2021-07-07,83620,12,10.6,7374.88,"Commercial Vehicle",ahmedabad,07/07/2021
LN002311,CU004375,2024-01-08,106058,60,10.63,2286.44,"Two wheeler",bangalore,"08 Jan 2024"
LN002940,CU003257,2024-04-09,113928,36,15.2,3960.52,"Two wheeler",chennai,2024-04-09
LN003525,CU001790,2022-02-28,149982,36,10.58,4880.44,"Two wheeler",ahmedabad,02/28/2022
LN002554,CU000110,2024-03-19,277656,36,12.02,9224.8,Tractor,pune,2024-03-19
LN000086,CU003362,2023-09-01,192938,12,15.46,17456.17,"Commercial Vehicle",kolkata,2023-09-01
LN001520,CU003347,2024-03-06,51104,36,16.18,1801.21,Car,delhi,06/03/2024
LN003098,CU002221,2021-04-28,58108,12,14.9,5241.99,Car,kozhikode,2021-04-28
LN004121,CU001747,2022-09-08,280813,36,17.21,10041.12,Car,delhi,2022-09-08
LN002584,CU000907,2022-09-27,80701,48,12.53,2146.23,"Two wheeler",chennai,27/09/2022
LN003346,CU002329,2021-08-20,99848,48,14.16,2736.51,"Two wheeler",pune,"20 Aug 2021"
LN004206,CU002168,2022-02-26,162886,24,16.54,8017.5,Car,pune,02/26/2022
LN002807,CU001042,2023-09-27,99177,36,15.85,3479.43,"Two wheeler",delhi,27/09/2023
LN003429,CU001070,2023-07-10,118752,12,16.66,10811.59,"Two wheeler",coimbatore,10/07/2023
LN001829,CU000765,2021-04-25,70391,48,15.59,1980.15,"Two wheeler",delhi,"25 Apr 2021"
LN002804,CU003382,2023-05-04,106086,36,17.32,3799.17,Car,hyderabad,04/05/2023
LN004743,CU003489,2024-03-29,88984,36,15.95,3126.22,Tractor,thrissur,2024-03-29
LN002131,CU001381,2024-03-12,221699,24,18.44,11115.31,"Two wheeler",mumbai,2024-03-12
LN004671,CU003856,2021-07-09,233651,48,13.29,6301.95,Car,ahmedabad,"09 Jul 2021"
LN000141,CU002692,2021-04-01,341316,24,13.78,16352.11,Car,bangalore,01/04/2021
LN003029,CU000352,2023-01-11,312803,36,12.43,10453.9,Tractor,hyderabad,11/01/2023
LN003847,CU000104,2022-07-06,136292,24,16,6673.28,"Two wheeler",ahmedabad,06/07/2022
LN000083,CU003315,2023-08-23,126159,36,14.74,4357.3,"Commercial Vehicle",kozhikode,"23 Aug 2023"
LN005000,CU001091,2021-04-07,345238,36,11.33,11356.68,"Two wheeler",kozhikode,2021-04-07
LN004958,CU004465,2021-08-18,116313,60,12.38,2609.71,Car,chennai,2021-08-18
LN002405,CU004179,2023-07-22,93159,36,11.6,3076.44,"Two wheeler",pune,"22 Jul 2023"
LN004982,CU001104,2023-11-27,97620,60,15.82,2364.6,"Two wheeler",mumbai,27/11/2023
LN000085,CU001500,2022-11-01,110296,36,16.17,3886.94,"Two wheeler",hyderabad,01/11/2022
LN000062,CU003698,2022-12-21,134602,36,15.44,4695.08,"Commercial Vehicle",hyderabad,2022-12-21
LN000908,CU000157,2024-02-13,88075,36,14.13,3015.76,"Commercial Vehicle",chennai,2024-02-13
LN003689,CU002234,2022-07-10,59456,48,10.89,1533.5,"Two wheeler",mumbai,10/07/2022
LN000458,CU002631,2021-06-22,80377,48,14.95,2234.92,"Two wheeler",pune,06/22/2021
LN002288,CU001776,2023-10-20,70814,36,17.96,2558.68,"Two wheeler",mumbai,2023-10-20
LN002698,CU003363,2021-10-02,363921,60,13.08,8295.23,Tractor,thrissur,02/10/2021
LN001369,CU004592,2024-03-17,230053,48,11.02,5948.07,"Two wheeler",kozhikode,"17 Mar 2024"
LN004337,CU003845,2022-02-19,66036,12,13.23,5905.28,Car,delhi,2022-02-19
LN001636,CU004592,2023-10-10,138911,48,17.31,4030.6,"Two wheeler",delhi,2023-10-10
LN002578,CU000845,2022-12-05,65002,24,11.62,3048.35,"Two wheeler",delhi,2022-12-05
LN002863,CU002367,2021-07-02,154422,24,12.39,7297.34,"Two wheeler",chennai,2021-07-02
LN004984,CU004507,2023-08-22,299837,24,13.87,14377.63,"Commercial Vehicle",delhi,22/08/2023
LN002421,CU003012,2023-11-18,217620,36,18.25,7894.8,"Commercial Vehicle",coimbatore,2023-11-18
LN001460,CU004564,2023-01-27,111924,36,17.55,4021.1,Tractor,kozhikode,01/27/2023
LN002229,CU003070,2023-01-29,132704,60,12.55,2988.94,"Two wheeler",thrissur,29/01/2023
LN002195,CU000067,2022-02-22,162771,12,13.45,14572.65,"Two wheeler",bangalore,02/22/2022
LN003949,CU002058,2023-12-19,88498,48,10.13,2250.07,Car,hyderabad,2023-12-19
LN002368,CU003456,2023-09-17,186701,12,10.14,16426.14,"Two wheeler",hyderabad,"17 Sep 2023"
LN000660,CU003171,2021-07-21,46665,24,13.26,2224.24,"Two wheeler",delhi,"21 Jul 2021"
LN002451,CU000760,2022-07-12,108012,48,16.33,3079.38,"Two wheeler",hyderabad,12/07/2022
LN001901,CU001879,2023-09-20,249537,48,15.16,6965.06,"Two wheeler",pune,20/09/2023
LN002600,CU002519,2022-02-04,270884,36,13.91,9246.34,Tractor,delhi,04/02/2022
LN001366,CU001241,2023-05-09,227456,12,17.55,20804.48,Car,kochi,2023-05-09
LN002622,CU001494,2023-03-23,119170,36,15.43,4156.21,"Commercial Vehicle",mumbai,03/23/2023
LN000528,CU003831,2024-03-23,163886,24,10.73,7617.84,Car,kolkata,23/03/2024
LN001062,CU001818,2024-06-24,102960,48,17.09,2975.71,Car,kozhikode,2024-06-24
LN002080,CU001032,2021-11-08,96288,36,15.88,3379.5,Car,coimbatore,08/11/2021
LN003196,CU002712,2021-09-01,74846,48,16.71,2148.47,Tractor,mumbai,01/09/2021
LN004002,CU000339,2021-04-17,78633,60,14.04,1831.28,"Two wheeler",bangalore,2021-04-17
LN001193,CU004291,2021-10-13,40000,48,15.17,1116.68,Car,kochi,"13 Oct 2021"
LN001428,CU002378,2021-10-13,287931,36,14.52,9913.68,"Two wheeler",thrissur,"13 Oct 2021"
LN001917,CU004196,2022-12-20,183386,24,14.86,8879.58,Car,bangalore,20/12/2022
LN000582,CU003802,2022-02-24,224742,12,16.39,20432.53,"Commercial Vehicle",pune,2022-02-24
LN004708,CU004292,2023-08-04,144893,36,10.46,4706.64,"Two wheeler",ahmedabad,2023-08-04
LN004871,CU003411,2022-10-02,124329,12,16.11,11286.95,Tractor,mumbai,2022-10-02
LN001472,CU000460,2023-01-10,160615,24,16.61,7911.1,"Two wheeler",kochi,2023-01-10
LN000656,CU000939,2024-05-19,148052,24,17.59,7362.07,"Commercial Vehicle",kochi,2024-05-19
LN003762,CU001413,2022-09-11,65180,24,18.21,3260.67,"Two wheeler",ahmedabad,"11 Sep 2022"
LN002691,CU003854,2021-08-14,281575,60,11.44,6184.09,"Commercial Vehicle",pune,08/14/2021
LN004501,CU003027,2022-02-24,166917,36,15.13,5796.86,Car,chennai,24/02/2022
LN003831,CU001892,2023-12-08,127254,36,16.77,4522.4,"Two wheeler",chennai,08/12/2023
LN004061,CU001600,2021-04-02,144058,24,11.12,6722.26,"Two wheeler",thrissur,2021-04-02
LN004091,CU000068,2023-08-01,162226,36,17.91,5857.54,"Two wheeler",kozhikode,01/08/2023
LN001219,CU001766,2022-06-12,288518,36,12.66,9674.13,"Two wheeler",coimbatore,"12 Jun 2022"
LN002205,CU003584,2023-09-20,160348,36,10.96,5246.55,"Commercial Vehicle",mumbai,2023-09-20
LN000675,CU004249,2022-04-07,247518,36,13.6,8411.57,"Two wheeler",bangalore,07/04/2022
LN004957,CU001414,2022-03-20,112740,12,12.44,10040.03,Car,coimbatore,2022-03-20
LN001252,CU004086,2021-06-25,160054,48,12.36,4243.18,Car,kozhikode,2021-06-25
LN003602,CU000756,2024-06-20,231535,24,12.7,10975,"Two wheeler",thrissur,20/06/2024
LN004518,CU000760,2022-01-16,73324,24,10.12,3387.59,"Two wheeler",mumbai,2022-01-16
LN001639,CU001394,2024-05-02,162550,60,16.98,4038.04,"Commercial Vehicle",pune,2024-05-02
LN001952,CU001967,2023-09-03,128320,36,15.81,4499.32,Tractor,hyderabad,2023-09-03
LN002480,CU001506,2023-06-29,170092,48,15.9,4811.75,"Commercial Vehicle",thrissur,2023-06-29
LN002823,CU004367,2021-03-06,144858,12,15.61,13116.37,Car,kozhikode,2021-03-06
LN004364,CU000335,2023-10-13,106164,36,18.04,3840.21,"Commercial Vehicle",kochi,10/13/2023
LN000363,CU004465,2024-04-18,82198,36,11.7,2718.39,"Two wheeler",thrissur,04/18/2024
LN001145,CU003683,2024-04-01,61636,60,15.44,1480.59,"Commercial Vehicle",kolkata,2024-04-01
LN003046,CU000569,2023-06-14,149669,48,17.24,4337.31,Car,coimbatore,2023-06-14
LN004339,CU003499,2021-06-28,337336,24,13.9,16180.54,"Commercial Vehicle",mumbai,28/06/2021
LN001135,CU004010,2024-05-22,84408,36,12.11,2807.99,"Commercial Vehicle",ahmedabad,22/05/2024
LN004536,CU003305,2022-09-29,132995,12,13.5,11909.97,"Two wheeler",coimbatore,"29 Sep 2022"
LN000782,CU004486,2022-10-25,141847,48,10.95,3662.67,Car,kochi,2022-10-25
LN001948,CU002350,2022-05-06,40000,12,18.27,3672.34,Car,mumbai,06/05/2022
LN000328,CU000822,2021-07-17,82088,24,11.41,3841.59,Car,pune,2021-07-17
LN000953,CU000325,2022-05-20,165988,36,10.73,5413.04,Car,mumbai,2022-05-20
LN004860,CU000251,2021-08-10,108037,36,15.93,3794.53,Car,ahmedabad,2021-08-10
LN000912,CU001610,2024-04-27,212727,36,15.86,7464.16,Car,mumbai,"27 Apr 2024"
LN000128,CU004346,2021-11-29,111482,24,12.28,5262.43,"Commercial Vehicle",mumbai,"29 Nov 2021"
LN000044,CU004225,2023-06-08,85050,48,15.61,2393.39,Tractor,kozhikode,2023-06-08
LN003923,CU002398,2023-01-20,216504,60,15.93,5256.91,"Two wheeler",coimbatore,2023-01-20
LN002811,CU003411,2021-06-19,58678,36,11.33,1930.23,Car,pune,"19 Jun 2021"
LN003861,CU002971,2024-06-17,100254,36,13.11,3383.27,Car,bangalore,2024-06-17
LN003687,CU000734,2022-07-01,120653,48,13.55,3269.85,"Two wheeler",kochi,"01 Jul 2022"
LN003497,CU003771,2022-04-22,63151,48,15.75,1781.64,"Two wheeler",delhi,22/04/2022
LN001841,CU003144,2021-11-07,104555,24,13.34,4987.45,"Two wheeler",kolkata,07/11/2021
LN003551,CU000492,2022-02-23,161914,36,10.52,5264.13,Car,kochi,2022-02-23
LN001591,CU002298,2022-04-15,232252,36,12.72,7794.2,"Two wheeler",delhi,2022-04-15
LN003158,CU002332,2024-06-14,145927,60,16.25,3568.07,Car,kolkata,2024-06-14
LN000471,CU000277,2023-03-27,142885,24,15.11,6935.48,Car,hyderabad,03/27/2023
LN000305,CU000327,2022-04-05,126143,48,15.24,3526.02,"Two wheeler",delhi,05/04/2022
LN004113,CU000894,2021-01-02,78164,48,13.15,2102.77,"Commercial Vehicle",kochi,02/01/2021
LN000453,CU004230,2022-07-26,188199,48,15.31,5267.34,Car,mumbai,"26 Jul 2022"
LN003928,CU002089,2023-10-09,117094,36,16.24,4130.57,"Commercial Vehicle",bangalore,"09 Oct 2023"
LN000854,CU004101,2023-03-30,99434,60,10.56,2140.18,"Two wheeler",mumbai,03/30/2023
LN002214,CU000349,2021-12-16,92146,60,13.83,2135.96,Car,thrissur,2021-12-16
LN001979,CU003270,2022-10-06,164538,12,12.66,14669.85,Car,thrissur,06/10/2022
LN004863,CU002480,2022-09-22,173681,24,13.4,8289.78,"Commercial Vehicle",hyderabad,2022-09-22
LN000063,CU002101,2023-04-29,211216,36,10.64,6878.99,"Two wheeler",ahmedabad,29/04/2023
LN000058,CU003733,2023-11-01,149304,60,16.58,3676.95,"Two wheeler",delhi,2023-11-01
LN002597,CU001350,2024-05-21,71886,48,14.56,1984.64,Car,hyderabad,21/05/2024
LN003686,CU001897,2023-10-21,218310,24,11.73,10249.11,Car,ahmedabad,2023-10-21
LN000595,CU003840,2022-01-27,137983,24,16.53,6791.07,"Commercial Vehicle",mumbai,27/01/2022
LN000598,CU003605,2023-07-31,83958,24,15.8,4102.83,"Commercial Vehicle",ahmedabad,07/31/2023
LN000959,CU000612,2023-05-22,125130,24,15.26,6082.6,"Two wheeler",kochi,05/22/2023
LN000850,CU001759,2021-11-21,70059,60,14.96,1665.23,Car,bangalore,11/21/2021
LN001613,CU000879,2022-10-19,151925,24,13.93,7289.33,"Two wheeler",kochi,"19 Oct 2022"
LN000876,CU003618,2022-07-09,136093,24,12.97,6468.19,Car,hyderabad,"09 Jul 2022"
LN004348,CU003854,2021-04-05,100435,60,14.46,2360.97,Car,ahmedabad,05/04/2021
LN001795,CU001441,2021-08-09,115291,12,17.52,10543.56,"Two wheeler",ahmedabad,09/08/2021
LN004365,CU003728,2023-12-17,71885,24,17.21,3561.41,Car,bangalore,12/17/2023
LN004296,CU003627,2023-10-12,148741,12,10.84,13134.88,"Two wheeler",chennai,12/10/2023
LN002633,CU003404,2023-09-13,165922,12,11.6,14710.94,"Two wheeler",ahmedabad,13/09/2023
LN004930,CU003273,2022-10-02,310866,60,17.22,7762.64,Car,pune,02/10/2022
LN002265,CU003997,2022-09-25,197369,24,10.21,9126.72,Car,thrissur,"25 Sep 2022"
