customer_id,age,gender,employment_type,monthly_income,cibil_score,state,age_bucket
CU002489,35,Male,Salaried,38159,381,"Uttar Pradesh",31-40
CU000232,21,Male,Salaried,19106,784,Telangana,21-30
CU002257,24,Male,"Self Employed",80296,610,"Tamil Nadu",21-30
CU000518,21,Male,Salaried,41882,630,"Tamil Nadu",21-30
CU000647,29,Male,Salaried,32828,790,Kerala,21-30
CU001703,39,Female,Salaried,22005,737,Telangana,31-40
CU002243,40,Female,Salaried,19523,666,"Tamil Nadu",31-40
CU003920,34,Male,Salaried,53687,691,Maharashtra,31-40
CU001114,38,Female,"Self Employed",65575,725,Telangana,31-40
CU000800,46,Male,Salaried,43706,686,"Tamil Nadu",41-50
CU001525,25,Male,Salaried,33899,677,"Andra Pradesh",21-30
CU003184,43,Male,Salaried,33490,595,Delhi,41-50
CU003385,27,Male,"Self Employed",43660,714,Gujarat,21-30
CU002713,41,Female,"Self Employed",40745,700,"West Bengal",41-50
CU004399,43,Male,Salaried,66211,523,Gujarat,41-50
CU001239,38,Male,Salaried,15429,742,"Andra Pradesh",31-40
CU003171,41,Female,Salaried,72220,786,Maharashtra,41-50
CU000774,22,Male,Salaried,12000,677,Karnataka,21-30
CU001442,38,Male,"Self Employed",43806,526,,31-40
CU004312,39,Male,Salaried,46474,770,Gujarat,31-40
CU003120,35,Male,Salaried,45543,624,Maharashtra,31-40
CU000417,43,Male,"Self Employed",39090,742,Maharashtra,41-50
CU004517,51,Male,Salaried,35922,824,Telangana,51-60
CU004408,36,Female,Salaried,35437,652,"West Bengal",31-40
CU003807,36,Male,"Self Employed",46695,453,"Andra Pradesh",31-40
CU003376,43,Female,Salaried,62439,625,Karnataka,41-50
CU000339,28,Female,"Self Employed",51035,670,"Uttar Pradesh",21-30
CU000261,37,Female,Salaried,56049,691,Kerala,31-40
CU003947,40,Male,Salaried,37751,756,Karnataka,31-40
CU000720,49,Male,"Self Employed",49332,587,Telangana,41-50
CU003538,29,Male,Salaried,33919,696,Gujarat,21-30
CU001654,39,Female,Salaried,29890,670,Telangana,31-40
CU002040,50,Male,Salaried,44955,583,"Tamil Nadu",41-50
CU002235,36,Male,"Self Employed",55105,646,"Andra Pradesh",31-40
CU001925,34,Female,Salaried,47429,848,"Uttar Pradesh",31-40
CU000606,22,Male,Salaried,39876,658,"Andra Pradesh",21-30
CU001772,41,Female,Salaried,32399,613,Kerala,41-50
CU002824,41,Female,Salaried,21282,754,Gujarat,41-50
CU003890,38,Female,Salaried,20725,757,Telangana,31-40
CU001688,30,Female,"Self Employed",25878,888,Delhi,21-30
CU001514,37,Male,"Self Employed",73931,638,Karnataka,31-40
CU001148,26,Male,Salaried,12459,862,Karnataka,21-30
CU003192,40,Male,Salaried,12000,633,"Tamil Nadu",31-40
CU004279,39,Male,"Self Employed",32742,541,Telangana,31-40
CU000954,44,Male,Salaried,12000,863,Kerala,41-50
CU000482,38,Female,Salaried,81086,662,"West Bengal",31-40
CU003730,57,Male,"Self Employed",43657,605,Maharashtra,51-60
CU003408,27,Male,Salaried,69689,718,Maharashtra,21-30
CU004172,32,Male,Salaried,46641,609,Maharashtra,31-40
CU004569,29,Male,"Self Employed",59886,836,"Uttar Pradesh",21-30
CU002184,32,Male,Salaried,38913,651,"West Bengal",31-40
CU004079,39,Male,Salaried,40945,719,delhi,31-40
CU000710,48,Male,"Self Employed",27378,615,Delhi,41-50
CU003069,33,Female,Salaried,56193,615,"Uttar Pradesh",31-40
CU000814,36,Male,Salaried,37588,558,Telangana,31-40
CU001759,23,Male,Salaried,49702,719,Maharashtra,21-30
CU001851,40,Female,Salaried,54592,596,Gujarat,31-40
CU001157,44,Male,Salaried,50575,757,Gujarat,41-50
CU003552,35,Male,"Self Employed",21890,448,Gujarat,31-40
CU000491,33,Female,Salaried,58726,857,Telangana,31-40
CU002607,51,Male,Salaried,52932,605,Karnataka,51-60
CU003687,47,Male,Salaried,62972,690,"West Bengal",41-50
CU000352,30,Male,Salaried,47453,826,Karnataka,21-30
CU000187,52,Male,Salaried,33585,630,"Uttar Pradesh",51-60
CU003684,41,Female,Salaried,54419,746,Kerala,41-50
CU001420,25,Male,Salaried,66307,656,Karnataka,21-30
CU000400,30,Male,Salaried,42374,686,"West Bengal",21-30
CU003347,21,Male,Salaried,21941,647,"Uttar Pradesh",21-30
CU001050,44,Male,Salaried,73546,642,"Tamil Nadu",41-50
CU003212,61,Female,"Self Employed",52189,717,Gujarat,"60 Above"
CU003783,36,Male,"Self Employed",60161,579,"West Bengal",31-40
CU001741,54,Male,Salaried,86555,664,Telangana,51-60
CU002352,50,Female,Salaried,50801,683,Maharashtra,41-50
CU001520,40,Male,"Self Employed",48901,728,Karnataka,31-40
CU000422,45,Male,Salaried,86481,597,Maharashtra,41-50
CU003286,38,Male,"Self Employed",49158,738,DELHI,31-40
CU002606,21,Male,Salaried,28374,635,"Andra Pradesh",21-30
CU000964,44,Male,Salaried,37983,480,"West Bengal",41-50
CU003174,24,Male,Salaried,25898,650,Karnataka,21-30
CU003799,24,Female,Salaried,12000,703,"Tamil Nadu",21-30
CU003873,28,Male,Salaried,42857,663,"West Bengal",21-30
CU000488,51,Male,"Self Employed",12000,770,Delhi,51-60
CU003240,39,Male,Salaried,27692,678,Gujarat,31-40
CU001425,49,Male,Salaried,50661,681,Delhi,41-50
CU000256,40,Male,"Self Employed",29920,654,Telangana,31-40
CU001156,28,Male,"Self Employed",46591,748,"Uttar Pradesh",21-30
CU000789,49,Male,Salaried,62892,501,delhi,41-50
CU003126,35,Male,Salaried,26298,777,Telangana,31-40
CU002609,29,Male,Salaried,45929,687,Karnataka,21-30
CU001013,43,Male,"Self Employed",20593,498,"Uttar Pradesh",41-50
CU004078,47,Male,Salaried,44287,622,Gujarat,41-50
CU001106,35,Female,Salaried,44588,706,Gujarat,31-40
CU004503,24,Male,"Self Employed",34586,480,Kerala,21-30
CU000399,54,Male,Salaried,62936,486,Telangana,51-60
CU004212,35,Female,Salaried,25551,872,Telangana,31-40
CU001233,39,Female,Salaried,50969,867,Gujarat,31-40
CU003124,35,Male,Salaried,47698,444,"West Bengal",31-40
CU004194,52,Male,Salaried,50498,698,Telangana,51-60
CU003637,44,Female,Salaried,28382,858,Maharashtra,41-50
CU002619,38,Male,"Self Employed",48609,646,Kerala,31-40
CU003720,40,Male,"Self Employed",32081,772,,31-40
CU000178,39,Male,"Self Employed",50341,760,"West Bengal",31-40
CU001922,47,Male,"Self Employed",34080,558,Karnataka,41-50
CU003626,21,Male,Salaried,74558,843,Karnataka,21-30
CU003652,21,Male,"Self Employed",27286,702,Kerala,21-30
CU000526,46,Male,"Self Employed",61227,576,Maharashtra,41-50
CU003112,29,Female,Salaried,17339,491,Telangana,21-30
CU002032,38,Male,"Self Employed",45621,665,Karnataka,31-40
CU001991,32,Female,"Self Employed",42959,764,Karnataka,31-40
CU000322,38,Female,Salaried,29302,738,"Andra Pradesh",31-40
CU000665,32,Male,Salaried,49484,784,"Tamil Nadu",31-40
CU003467,30,Female,Salaried,33891,635,Gujarat,21-30
CU003217,39,Male,"Self Employed",24101,784,Karnataka,31-40
CU000333,50,Male,Salaried,56641,646,"Tamil Nadu",41-50
CU004384,51,Male,"Self Employed",82471,599,"Uttar Pradesh",51-60
CU004141,39,Male,Salaried,36643,733,Kerala,31-40
CU000599,21,Male,"Self Employed",39067,714,"Uttar Pradesh",21-30
CU004196,31,Female,"Self Employed",76715,775,Telangana,31-40
CU000387,54,Male,"Self Employed",71298,686,Telangana,51-60
CU001724,50,Female,Salaried,26875,692,Kerala,41-50
CU003138,40,Male,Salaried,47059,623,"West Bengal",31-40
CU004018,48,Male,Salaried,77113,601,Gujarat,41-50
CU004114,53,Male,"Self Employed",64350,652,Kerala,51-60
CU002049,43,Female,"Self Employed",36907,569,"West Bengal",41-50
CU001029,42,Male,"Self Employed",52139,894,"Andra Pradesh",41-50
CU004034,38,Male,Salaried,42254,663,Karnataka,31-40
CU000499,44,Female,"Self Employed",22024,524,"Uttar Pradesh",41-50
CU000903,41,Male,Salaried,51233,714,"Tamil Nadu",41-50
CU000702,45,Male,Salaried,72410,742,"Uttar Pradesh",41-50
CU002739,43,Female,"Self Employed",57110,640,"Uttar Pradesh",41-50
CU003822,63,Male,Salaried,53245,624,Telangana,"60 Above"
CU003370,54,Male,"Self Employed",75787,719,Kerala,51-60
CU001860,38,Male,"Self Employed",37950,873,Telangana,31-40
CU002471,39,Female,Salaried,35866,804,Telangana,31-40
CU002404,28,Female,Salaried,48278,613,Telangana,21-30
CU002427,31,Male,Salaried,51849,673,Telangana,31-40
CU003403,27,Male,"Self Employed",15537,620,"Tamil Nadu",21-30
CU004148,37,Male,Salaried,34012,613,"Tamil Nadu",31-40
CU002481,24,Female,"Self Employed",53241,727,"West Bengal",21-30
CU001684,38,Male,Salaried,99206,726,"Uttar Pradesh",31-40
CU001329,43,Female,"Self Employed",14828,833,Telangana,41-50
CU002167,40,Male,Salaried,58941,715,"West Bengal",31-40
CU003249,45,Male,Salaried,31965,630,"West Bengal",41-50
CU000139,38,Male,Salaried,66883,665,Kerala,31-40
CU003470,25,Male,Salaried,89812,606,Maharashtra,21-30
CU003382,40,Male,Salaried,23594,751,Gujarat,31-40
CU001864,42,Female,Salaried,42102,716,Kerala,41-50
CU001943,38,Male,"Self Employed",25266,591,Delhi,31-40
CU000581,46,Female,"Self Employed",20349,617,"Uttar Pradesh",41-50
CU003732,27,Male,"Self Employed",18575,768,"Andra Pradesh",21-30
CU001186,26,Male,Salaried,63519,671,"Tamil Nadu",21-30
CU003508,28,Female,Salaried,78701,498,Karnataka,21-30
CU003578,36,Male,Salaried,26236,712,"Uttar Pradesh",31-40
CU004402,43,Male,"Self Employed",12764,694,Karnataka,41-50
CU003543,23,Female,Salaried,24056,682,Karnataka,21-30
CU002147,39,Male,"Self Employed",44404,714,"Andra Pradesh",31-40
CU000111,53,Male,Salaried,55778,601,Karnataka,51-60
CU003201,33,Male,"Self Employed",29022,617,"Tamil Nadu",31-40
CU001090,43,Male,Salaried,59228,900,Maharashtra,41-50
CU000930,35,Female,"Self Employed",50817,500,"Andra Pradesh",31-40
CU002601,34,Male,Salaried,50223,751,"Uttar Pradesh",31-40
CU001249,30,Female,"Self Employed",82974,687,,21-30
CU003420,47,Male,Salaried,68882,817,Maharashtra,41-50
CU003850,22,Male,"Self Employed",32898,629,Maharashtra,21-30
CU003318,45,Male,Salaried,52526,734,Maharashtra,41-50
CU003428,38,Male,Salaried,22224,621,Kerala,31-40
CU001785,21,Male,Salaried,69736,644,"West Bengal",21-30
CU002561,44,Male,Salaried,74489,626,Maharashtra,41-50
CU002947,46,Male,Salaried,41790,658,"Uttar Pradesh",41-50
CU000706,25,Male,Salaried,48694,764,"Andra Pradesh",21-30
CU001198,48,Male,"Self Employed",46655,683,Telangana,41-50
CU001274,52,Male,Salaried,12000,741,Kerala,51-60
CU004056,46,Male,Salaried,57222,578,"Andra Pradesh",41-50
CU003275,31,Male,Salaried,41027,590,"West Bengal",31-40
CU002386,36,Male,Salaried,51992,692,Maharashtra,31-40
CU000384,40,Male,"Self Employed",64503,725,"West Bengal",31-40
CU003510,43,Male,Salaried,18631,734,Telangana,41-50
CU003988,50,Male,"Self Employed",41588,716,Delhi,41-50
CU002913,32,Male,"Self Employed",30057,544,"West Bengal",31-40
CU002765,36,Male,Salaried,47631,537,"Tamil Nadu",31-40
CU002598,33,Male,"Self Employed",47678,624,"West Bengal",31-40
CU000740,24,Male,"Self Employed",55111,814,Telangana,21-30
CU001866,42,Male,"Self Employed",12616,736,"West Bengal",41-50
CU001353,21,Male,Salaried,84058,717,"Uttar Pradesh",21-30
CU001691,44,Male,"Self Employed",68330,653,DELHI,41-50
CU003017,42,Female,Salaried,50489,571,Telangana,41-50
CU004232,28,Female,Salaried,18087,765,"Uttar Pradesh",21-30
CU000004,21,Male,Salaried,24743,708,Maharashtra,21-30
CU004195,34,Male,Salaried,47970,590,"Andra Pradesh",31-40
CU002550,23,Female,"Self Employed",12000,819,Gujarat,21-30
CU000008,27,Male,"Self Employed",61450,570,"Uttar Pradesh",21-30
CU001815,39,Male,"Self Employed",41574,900,Gujarat,31-40
CU001322,38,Male,"Self Employed",61404,753,"Uttar Pradesh",31-40
CU004317,46,Female,Salaried,54934,646,Maharashtra,41-50
CU000051,33,Male,Salaried,66779,615,Delhi,31-40
CU004597,63,Female,"Self Employed",44601,651,Maharashtra,"60 Above"
CU000559,27,Male,"Self Employed",46713,599,"Andra Pradesh",21-30
CU000727,53,Male,"Self Employed",56481,557,Maharashtra,51-60
CU003918,44,Female,"Self Employed",12000,677,,41-50
CU001900,36,Male,Salaried,13612,622,Delhi,31-40
CU003545,56,Female,Salaried,44572,577,Telangana,51-60
CU003715,29,Female,"Self Employed",48017,703,Kerala,21-30
CU003631,27,Male,Salaried,56668,880,Delhi,21-30
CU001072,26,Male,"Self Employed",34634,799,Gujarat,21-30
CU000717,34,Male,Salaried,40766,807,"Andra Pradesh",31-40
CU004224,48,Male,"Self Employed",62048,715,delhi,41-50
CU004574,30,Male,Salaried,15363,694,"Uttar Pradesh",21-30
CU002919,46,Female,"Self Employed",69522,537,"Tamil Nadu",41-50
CU002622,40,Female,Salaried,55931,784,Karnataka,31-40
CU000319,36,Male,Salaried,20514,661,Gujarat,31-40
CU003750,54,Male,"Self Employed",59649,634,"West Bengal",51-60
CU000428,37,Male,"Self Employed",12000,793,Delhi,31-40
CU001782,24,Male,"Self Employed",58646,765,Gujarat,21-30
CU000481,58,Male,"Self Employed",17736,718,Karnataka,51-60
CU001651,32,Male,"Self Employed",16421,787,Karnataka,31-40
CU000547,27,Male,Salaried,28491,558,"West Bengal",21-30
CU003514,40,Male,Salaried,47882,751,Maharashtra,31-40
CU002877,29,Male,Salaried,29634,589,"West Bengal",21-30
CU000667,35,Male,"Self Employed",29324,630,Delhi,31-40
CU000172,48,Male,"Self Employed",43596,530,Karnataka,41-50
CU001177,46,Female,Salaried,45463,801,Delhi,41-50
CU001078,50,Female,Salaried,64653,553,Karnataka,41-50
CU002351,21,Female,"Self Employed",35342,683,Maharashtra,21-30
CU003974,43,Female,Salaried,28676,693,Gujarat,41-50
CU004225,40,Male,"Self Employed",65857,585,"Uttar Pradesh",31-40
CU003600,49,Male,Salaried,93508,672,"Uttar Pradesh",41-50
CU004016,51,Male,Salaried,18863,838,Kerala,51-60
CU003696,52,Male,"Self Employed",44867,677,"Andra Pradesh",51-60
CU001923,52,Female,"Self Employed",56842,616,Karnataka,51-60
CU003784,53,Male,Salaried,40062,539,"Andra Pradesh",51-60
CU002464,24,Male,Salaried,63135,716,"West Bengal",21-30
CU002577,26,Male,"Self Employed",61438,606,Gujarat,21-30
CU004119,57,Male,"Self Employed",98443,649,Karnataka,51-60
CU002912,42,Female,"Self Employed",60139,667,"Andra Pradesh",41-50
CU003230,33,Female,Salaried,30300,598,"Andra Pradesh",31-40
CU000782,44,Female,Salaried,91072,546,delhi,41-50
CU002180,33,Male,"Self Employed",23526,721,Telangana,31-40
CU000542,44,Male,Salaried,84850,611,"Uttar Pradesh",41-50
CU000712,49,Male,Salaried,27433,645,Maharashtra,41-50
CU002658,28,Female,"Self Employed",50217,751,"Uttar Pradesh",21-30
CU004021,39,Female,Salaried,49931,567,"West Bengal",31-40
CU001496,30,Male,Salaried,45446,832,"West Bengal",21-30
CU000255,43,Female,Salaried,62068,748,Karnataka,41-50
CU002641,36,Male,"Self Employed",85356,724,Kerala,31-40
CU002274,32,Female,Salaried,54734,697,Kerala,31-40
CU004336,61,Female,"Self Employed",60266,686,"Andra Pradesh","60 Above"
CU002016,33,Male,"Self Employed",24979,772,"Andra Pradesh",31-40
CU001926,30,Male,Salaried,41990,620,Maharashtra,21-30
CU003580,21,Female,"Self Employed",55355,619,Telangana,21-30
CU003879,38,Female,"Self Employed",78969,683,Karnataka,31-40
CU004590,39,Female,"Self Employed",12000,655,"Uttar Pradesh",31-40
CU001172,23,Male,"Self Employed",35222,823,"Uttar Pradesh",21-30
CU001725,41,Female,Salaried,15307,664,"Tamil Nadu",41-50
CU001574,21,Male,Salaried,40917,900,Gujarat,21-30
CU001546,21,Male,Salaried,46061,757,delhi,21-30
CU000589,41,Male,"Self Employed",66819,702,Kerala,41-50
CU000791,22,Male,"Self Employed",32344,658,"Uttar Pradesh",21-30
CU001145,45,Male,"Self Employed",58088,626,Kerala,41-50
CU004512,21,Female,Salaried,33590,636,Maharashtra,21-30
CU003564,24,Male,Salaried,12000,688,delhi,21-30
CU002720,35,Female,Salaried,75524,749,"Uttar Pradesh",31-40
CU000076,32,Male,Salaried,49899,634,Maharashtra,31-40
CU001562,37,Male,Salaried,30152,669,Kerala,31-40
CU004273,42,Male,Salaried,84413,583,Delhi,41-50
CU001978,48,Female,"Self Employed",25187,649,DELHI,41-50
CU004205,58,Female,"Self Employed",12000,728,Telangana,51-60
CU003817,37,Male,"Self Employed",60362,652,Karnataka,31-40
CU003559,37,Male,Salaried,22247,704,Kerala,31-40
CU004367,55,Female,Salaried,38465,721,"Uttar Pradesh",51-60
CU002445,65,Male,Salaried,75037,707,Telangana,"60 Above"
CU001615,48,Female,Salaried,46948,885,"Uttar Pradesh",41-50
CU001404,43,Female,Salaried,72056,638,Kerala,41-50
CU000946,43,Male,Salaried,63823,697,Telangana,41-50
CU003882,29,Male,"Self Employed",85444,727,"West Bengal",21-30
CU003404,50,Female,"Self Employed",48590,846,"Uttar Pradesh",41-50
CU002582,36,Male,"Self Employed",65659,562,Kerala,31-40
CU001675,52,Female,Salaried,41797,772,Telangana,51-60
CU003431,45,Female,Salaried,27549,757,Telangana,41-50
CU004084,44,Male,Salaried,23271,724,"Andra Pradesh",41-50
CU004137,51,Male,Salaried,41365,655,Kerala,51-60
CU000969,24,Male,"Self Employed",49463,729,Kerala,21-30
CU004110,32,Male,"Self Employed",23432,723,,31-40
CU001282,28,Male,Salaried,49862,637,"Tamil Nadu",21-30
CU000226,23,Female,Salaried,49489,774,Telangana,21-30
CU003253,65,Male,"Self Employed",42008,769,Maharashtra,"60 Above"
CU003964,31,Female,"Self Employed",30330,599,Maharashtra,31-40
CU004055,42,Female,Salaried,46453,637,"Uttar Pradesh",41-50
CU003049,42,Male,Salaried,43590,718,Kerala,41-50
CU004175,25,Male,"Self Employed",44167,641,Maharashtra,21-30
CU003269,46,Male,"Self Employed",38655,699,"Uttar Pradesh",41-50
CU001737,37,Male,Salaried,82785,701,,31-40
CU001673,35,Female,"Self Employed",75845,635,"Uttar Pradesh",31-40
CU004230,28,Male,"Self Employed",67391,636,Karnataka,21-30
CU003159,41,Female,Salaried,31319,592,Gujarat,41-50
CU000155,30,Male,Salaried,16830,564,"West Bengal",21-30
CU000477,21,Male,"Self Employed",48694,662,Karnataka,21-30
CU003620,33,Male,Salaried,28720,625,Gujarat,31-40
CU000082,33,Male,"Self Employed",49481,681,Maharashtra,31-40
CU001908,39,Female,Salaried,37497,821,"Tamil Nadu",31-40
CU002850,54,Female,"Self Employed",92968,727,Gujarat,51-60
CU000552,26,Male,"Self Employed",56110,597,Karnataka,21-30
CU001642,21,Male,Salaried,57197,676,Gujarat,21-30
CU003702,34,Male,Salaried,34526,745,Gujarat,31-40
CU001088,54,Male,Salaried,48851,895,Telangana,51-60
CU002813,39,Male,"Self Employed",32218,560,Maharashtra,31-40
CU000383,38,Male,"Self Employed",68237,596,Gujarat,31-40
CU001100,31,Male,"Self Employed",54981,527,"Andra Pradesh",31-40
CU003484,44,Male,Salaried,34849,755,"Uttar Pradesh",41-50
CU001563,56,Male,"Self Employed",42723,636,"Andra Pradesh",51-60
CU003517,50,Male,Salaried,37275,685,"Tamil Nadu",41-50
CU004551,35,Female,"Self Employed",19787,742,DELHI,31-40
CU000919,38,Male,Salaried,56166,847,"Andra Pradesh",31-40
CU000985,26,Male,Salaried,66156,663,Maharashtra,21-30
CU002785,49,Male,Salaried,72235,696,Kerala,41-50
CU000474,40,Female,"Self Employed",76610,588,Telangana,31-40
CU002353,47,Male,Salaried,31783,622,Karnataka,41-50
CU001121,42,Male,"Self Employed",61876,715,"West Bengal",41-50
CU002462,32,Male,"Self Employed",40058,578,"Tamil Nadu",31-40
CU003403,27,Male,"Self Employed",15537,620,"Tamil Nadu",21-30
CU000090,50,Male,Salaried,45104,684,"Tamil Nadu",41-50
CU000851,42,Male,Salaried,52592,830,Karnataka,41-50
CU002012,54,Male,Salaried,49381,637,"Andra Pradesh",51-60
CU000298,43,Male,Salaried,68931,665,"West Bengal",41-50
CU000528,40,Female,Salaried,56029,710,Kerala,31-40
CU000443,35,Male,"Self Employed",12000,685,"Tamil Nadu",31-40
CU000073,27,Male,"Self Employed",20716,736,"West Bengal",21-30
CU001139,36,Female,"Self Employed",52986,706,delhi,31-40
CU002106,53,Male,"Self Employed",37049,555,"Tamil Nadu",51-60
CU001414,21,Male,Salaried,65743,598,DELHI,21-30
CU001007,44,Male,"Self Employed",28222,809,"Andra Pradesh",41-50
CU003864,24,Male,"Self Employed",50665,770,"Uttar Pradesh",21-30
CU000084,47,Male,"Self Employed",62446,696,Kerala,41-50
CU003711,34,Female,"Self Employed",65651,593,"Tamil Nadu",31-40
CU002151,38,Male,Salaried,40148,572,"Tamil Nadu",31-40
CU003519,50,Male,"Self Employed",42806,756,"Tamil Nadu",41-50
CU004373,29,Male,"Self Employed",24885,613,Delhi,21-30
CU002566,42,Male,"Self Employed",16377,673,"Andra Pradesh",41-50
CU001940,46,Male,"Self Employed",23245,668,"West Bengal",41-50
CU001803,34,Male,Salaried,72489,589,Maharashtra,31-40
CU000398,46,Female,"Self Employed",35338,693,"Uttar Pradesh",41-50
CU004306,43,Male,Salaried,64939,634,"Tamil Nadu",41-50
CU003407,30,Female,Salaried,42452,682,Gujarat,21-30
CU004528,50,Female,"Self Employed",60089,544,Gujarat,41-50
CU002602,32,Female,"Self Employed",32177,829,Gujarat,31-40
CU000987,33,Male,Salaried,66486,786,"Uttar Pradesh",31-40
CU002797,38,Male,Salaried,55950,808,Karnataka,31-40
CU000485,46,Female,Salaried,35958,640,Telangana,41-50
CU003400,40,Female,Salaried,47152,625,Delhi,31-40
CU002578,39,Male,Salaried,53663,535,Maharashtra,31-40
CU004243,47,Male,"Self Employed",12000,561,"Andra Pradesh",41-50
CU004077,21,Male,"Self Employed",52764,528,Gujarat,21-30
CU001105,34,Male,Salaried,65938,746,"Andra Pradesh",31-40
CU004159,40,Male,"Self Employed",43185,649,"Uttar Pradesh",31-40
CU002687,47,Female,Salaried,50489,572,"Tamil Nadu",41-50
CU002020,21,Female,"Self Employed",45402,760,"Andra Pradesh",21-30
CU002906,50,Female,Salaried,28431,612,"West Bengal",41-50
CU000105,44,Male,Salaried,60150,655,"West Bengal",41-50
CU003392,22,Female,Salaried,29756,472,Kerala,21-30
CU002047,44,Male,Salaried,81108,572,Delhi,41-50
CU002501,25,Female,Salaried,20482,646,Kerala,21-30
CU001853,33,Male,Salaried,24680,650,Kerala,31-40
CU000198,38,Male,Salaried,57909,874,"West Bengal",31-40
CU001687,45,Female,Salaried,72838,752,"Tamil Nadu",41-50
CU001534,26,Male,Salaried,17717,632,Karnataka,21-30
CU004003,28,Male,"Self Employed",79918,741,Telangana,21-30
CU000818,33,Male,Salaried,47068,863,Kerala,31-40
CU000565,50,Female,Salaried,35853,756,Maharashtra,41-50
CU001894,44,Female,"Self Employed",79886,739,Karnataka,41-50
CU004164,39,Female,Salaried,27877,688,Karnataka,31-40
CU000856,21,Male,Salaried,64206,721,Telangana,21-30
CU000310,47,Male,Salaried,75569,725,delhi,41-50
CU004490,55,Male,Salaried,38665,530,Karnataka,51-60
CU003331,26,Female,Salaried,14381,614,Kerala,21-30
CU001722,33,Male,Salaried,31217,722,"Andra Pradesh",31-40
CU002331,43,Male,Salaried,30870,663,Gujarat,41-50
CU003845,47,Male,"Self Employed",29368,635,"Tamil Nadu",41-50
CU003766,26,Male,"Self Employed",40178,704,Delhi,21-30
CU000721,49,Female,"Self Employed",66227,838,Gujarat,41-50
CU000292,34,Male,Salaried,48211,680,"Tamil Nadu",31-40
CU002191,35,Male,"Self Employed",53674,640,Gujarat,31-40
CU000541,41,Female,Salaried,59431,559,"Andra Pradesh",41-50
CU002390,42,Male,Salaried,60049,627,"Uttar Pradesh",41-50
CU004263,35,Male,Salaried,45439,456,"Tamil Nadu",31-40
CU002678,25,Male,"Self Employed",58122,749,"Andra Pradesh",21-30
CU003263,40,Male,"Self Employed",44241,681,Telangana,31-40
CU000690,41,Female,Salaried,35818,617,"Uttar Pradesh",41-50
CU000061,52,Male,"Self Employed",16282,591,Maharashtra,51-60
CU003910,43,Male,"Self Employed",31837,658,,41-50
CU001190,37,Male,Salaried,27987,631,"West Bengal",31-40
CU002539,40,Male,"Self Employed",64718,704,Telangana,31-40
CU002611,40,Female,Salaried,15999,593,"Uttar Pradesh",31-40
CU001620,28,Female,Salaried,29549,674,"Tamil Nadu",21-30
CU000005,28,Male,"Self Employed",16753,686,Maharashtra,21-30
CU003583,47,Female,Salaried,59215,760,"Uttar Pradesh",41-50
CU003190,26,Male,Salaried,56925,675,Maharashtra,21-30
CU000536,31,Male,Salaried,43656,615,"Uttar Pradesh",31-40
CU003320,37,Male,"Self Employed",60812,764,Telangana,31-40
CU004414,30,Male,"Self Employed",38192,615,"Andra Pradesh",21-30
CU002982,38,Male,Salaried,40709,757,delhi,31-40
CU004467,54,Male,"Self Employed",49327,767,"West Bengal",51-60
CU000582,43,Male,"Self Employed",24828,503,"Andra Pradesh",41-50
CU003692,32,Male,Salaried,48457,850,"West Bengal",31-40
CU000196,39,Male,"Self Employed",52373,644,"Uttar Pradesh",31-40
CU001264,34,Male,"Self Employed",49101,533,Delhi,31-40
CU000173,42,Male,Salaried,49153,582,"Andra Pradesh",41-50
CU003097,26,Male,"Self Employed",40493,689,"West Bengal",21-30
CU002909,21,Male,"Self Employed",30501,629,"Andra Pradesh",21-30
CU003045,42,Male,"Self Employed",46622,769,"Andra Pradesh",41-50
CU001410,31,Male,Salaried,21360,769,"Andra Pradesh",31-40
CU004145,30,Male,Salaried,46413,759,Gujarat,21-30
CU001788,28,Female,"Self Employed",34867,701,Kerala,21-30
CU003053,35,Male,Salaried,40783,900,Delhi,31-40
CU003032,21,Male,Salaried,31481,799,Gujarat,21-30
CU001174,37,Male,"Self Employed",53632,746,"Tamil Nadu",31-40
CU003535,47,Male,"Self Employed",29880,662,"Andra Pradesh",41-50
CU001448,42,Male,"Self Employed",37132,611,Kerala,41-50
CU002341,21,Female,Salaried,41799,477,"Andra Pradesh",21-30
CU001301,50,Male,Salaried,89629,680,Telangana,41-50
CU000643,41,Male,"Self Employed",22046,687,Gujarat,41-50
CU002460,25,Male,Salaried,38988,639,Maharashtra,21-30
CU002817,44,Male,Salaried,45845,836,Maharashtra,41-50
CU003308,46,Male,Salaried,28204,634,Karnataka,41-50
CU002339,33,Male,"Self Employed",15902,605,Kerala,31-40
CU002391,48,Male,Salaried,52640,643,"Andra Pradesh",41-50
CU002463,33,Male,Salaried,22380,603,"Tamil Nadu",31-40
CU003624,40,Male,Salaried,74109,874,,31-40
CU001240,45,Male,"Self Employed",12000,800,"Tamil Nadu",41-50
CU003748,41,Male,Salaried,58176,659,Gujarat,41-50
CU004127,21,Male,Salaried,40001,571,Telangana,21-30
CU001994,34,Female,"Self Employed",70152,631,"West Bengal",31-40
CU001165,30,Male,Salaried,35040,648,Gujarat,21-30
CU001939,36,Male,"Self Employed",53671,525,Karnataka,31-40
CU004221,46,Male,Salaried,56826,670,Maharashtra,41-50
CU001566,34,Male,"Self Employed",45860,741,Gujarat,31-40
CU003358,26,Female,"Self Employed",12000,579,"West Bengal",21-30
CU000587,37,Female,Salaried,42310,777,Telangana,31-40
